#SampleID	SRR8865573
k__Bacteria	99.53291
k__Viruses	0.31085
k__Archaea	0.15625
k__Bacteria|p__Bacteroidetes	79.36446
k__Bacteria|p__Firmicutes	7.96093
k__Bacteria|p__Verrucomicrobia	6.71527
k__Bacteria|p__Proteobacteria	3.53741
k__Bacteria|p__Actinobacteria	1.40945
k__Bacteria|p__Spirochaetes	0.54539
k__Viruses|p__Viruses_noname	0.31085
k__Archaea|p__Euryarchaeota	0.15625
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	79.36446
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	6.71527
k__Bacteria|p__Firmicutes|c__Clostridia	5.00248
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2.45893
k__Bacteria|p__Firmicutes|c__Negativicutes	2.12361
k__Bacteria|p__Actinobacteria|c__Actinobacteria	1.40945
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.96117
k__Bacteria|p__Firmicutes|c__Bacilli	0.79543
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.54539
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.31085
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.15625
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.11731
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.03942
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	79.36446
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	6.71527
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	5.00248
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	2.213
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2.12361
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.14159
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.96117
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.79543
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.54539
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.31085
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.26786
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.24593
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.15625
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.11731
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.03942
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	34.07405
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	28.145
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	16.0123
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	6.71527
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2.76658
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	2.213
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	2.0825
