#SampleID	SRR8865591
k__Bacteria	99.40119
k__Archaea	0.59881
k__Bacteria|p__Bacteroidetes	73.47293
k__Bacteria|p__Firmicutes	16.37473
k__Bacteria|p__Verrucomicrobia	5.67736
k__Bacteria|p__Proteobacteria	3.80549
k__Archaea|p__Euryarchaeota	0.59881
k__Bacteria|p__Actinobacteria	0.07068
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	73.47293
k__Bacteria|p__Firmicutes|c__Clostridia	13.28455
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	5.67736
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	3.06965
k__Bacteria|p__Firmicutes|c__Negativicutes	2.60619
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.59881
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.58202
k__Bacteria|p__Firmicutes|c__Bacilli	0.37588
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.15383
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.1081
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.07068
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	73.47293
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	13.28455
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	5.67736
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	3.06965
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2.60619
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.59881
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.58202
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.37588
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.15383
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.1081
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.07068
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	30.46154
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	21.48618
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	12.16646
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	9.30975
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	8.07268
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	5.67736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	3.84501
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	3.06965
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	2.60619
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	1.13409
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.59881
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.58202
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.37588
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.17535
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.15383
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.1081
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.07068
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.05741
