#SampleID	SRR8865590
k__Bacteria	99.73711
k__Archaea	0.26289
k__Bacteria|p__Bacteroidetes	59.12767
k__Bacteria|p__Firmicutes	35.60299
k__Bacteria|p__Proteobacteria	4.01329
k__Bacteria|p__Synergistetes	0.36744
k__Bacteria|p__Actinobacteria	0.3548
k__Archaea|p__Euryarchaeota	0.26289
k__Bacteria|p__Fusobacteria	0.23914
k__Bacteria|p__Verrucomicrobia	0.03179
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	59.12767
k__Bacteria|p__Firmicutes|c__Clostridia	31.3121
k__Bacteria|p__Firmicutes|c__Negativicutes	3.68016
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2.33727
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1.58473
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.58595
k__Bacteria|p__Synergistetes|c__Synergistia	0.36744
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.3548
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.26289
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.23914
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.09128
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.03179
k__Bacteria|p__Firmicutes|c__Bacilli	0.02478
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	59.12767
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	31.3121
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	3.68016
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	2.33727
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	1.58473
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.58595
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0.36744
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.3548
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.26289
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.23914
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.09128
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.03179
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.02478
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	35.76514
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	28.8579
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	20.15303
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	3.62564
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2.56734
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	2.33727
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	1.58473
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	1.34539
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.79572
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.64216
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.58595
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	0.36744
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.3548
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.26289
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.25934
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.23914
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.09128
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0.05453
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0.03992
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0.03179
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.02478
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.01383
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	35.76514
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	27.77657
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	19.95584
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	2.33727
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	2.32276
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	1.58473
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	1.2274
