#SampleID	SRR8865585
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	84.46319
k__Bacteria|p__Firmicutes	14.57954
k__Bacteria|p__Proteobacteria	0.88761
k__Bacteria|p__Actinobacteria	0.06966
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	84.46319
k__Bacteria|p__Firmicutes|c__Clostridia	14.234
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.52169
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.25929
k__Bacteria|p__Firmicutes|c__Negativicutes	0.17748
k__Bacteria|p__Firmicutes|c__Bacilli	0.16258
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.10663
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.06966
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.00547
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	84.46319
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	14.234
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.52169
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.25929
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.17748
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.16258
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.10663
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.06966
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.00547
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	28.93434
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	20.96085
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	17.91854
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	16.06207
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	12.55553
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.9504
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.60705
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname	0.5874
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.52169
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.25929
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.17748
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.16258
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.10663
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.07757
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.06966
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.04344
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.00547
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	28.93434
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	20.96085
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	14.71347
