#SampleID	SRR8865599
k__Bacteria	94.35409
k__Viruses	5.64591
k__Bacteria|p__Proteobacteria	53.37401
k__Bacteria|p__Firmicutes	32.2475
k__Viruses|p__Viruses_noname	5.64591
k__Bacteria|p__Actinobacteria	4.72066
k__Bacteria|p__Bacteroidetes	3.89306
k__Bacteria|p__Verrucomicrobia	0.11886
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	52.28176
k__Bacteria|p__Firmicutes|c__Bacilli	13.10308
k__Bacteria|p__Firmicutes|c__Negativicutes	11.54367
k__Bacteria|p__Firmicutes|c__Clostridia	7.58676
k__Viruses|p__Viruses_noname|c__Viruses_noname	5.64591
k__Bacteria|p__Actinobacteria|c__Actinobacteria	4.72066
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	3.89306
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1.08133
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.11886
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.01399
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.01092
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	50.98796
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	13.0145
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	11.54367
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	7.58676
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	5.64591
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	3.89306
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2.06818
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	1.37003
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	1.2938
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.28245
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	1.08133
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.11886
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.08859
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.01399
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.01092
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	50.98796
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	11.54367
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	7.87745
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae	5.64591
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	4.34817
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	4.02495
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	3.80002
