#SampleID	SRR8865575
k__Bacteria	99.52286
k__Archaea	0.47714
k__Bacteria|p__Bacteroidetes	77.72885
k__Bacteria|p__Firmicutes	13.6074
k__Bacteria|p__Verrucomicrobia	3.84347
k__Bacteria|p__Proteobacteria	3.40952
k__Bacteria|p__Actinobacteria	0.93361
k__Archaea|p__Euryarchaeota	0.47714
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	77.72885
k__Bacteria|p__Firmicutes|c__Clostridia	11.05746
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	3.84347
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2.74525
k__Bacteria|p__Firmicutes|c__Negativicutes	1.76229
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.93361
k__Bacteria|p__Firmicutes|c__Bacilli	0.74272
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.58435
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.47714
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.07992
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.04493
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	77.72885
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	11.05746
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	3.84347
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	2.74525
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	1.76229
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.74272
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.71537
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.58435
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.47714
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.21824
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.07992
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.04493
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	39.16589
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	20.49571
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	9.32138
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	8.70958
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	6.47433
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	3.84347
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	2.74525
