#SampleID	SAMD00114760
k__Bacteria	99.91839
k__Viruses	0.08161
k__Bacteria|p__Firmicutes	47.79577
k__Bacteria|p__Bacteroidetes	28.27778
k__Bacteria|p__Actinobacteria	12.15939
k__Bacteria|p__Proteobacteria	11.59352
k__Viruses|p__Viruses_noname	0.08161
k__Bacteria|p__Candidatus_Saccharibacteria	0.0516
k__Bacteria|p__Fusobacteria	0.03799
k__Bacteria|p__Deinococcus_Thermus	0.00234
k__Bacteria|p__Firmicutes|c__Clostridia	34.49207
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	28.27778
k__Bacteria|p__Actinobacteria|c__Actinobacteria	12.15939
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	8.22787
k__Bacteria|p__Firmicutes|c__Negativicutes	7.64467
k__Bacteria|p__Firmicutes|c__Bacilli	4.4746
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	3.20487
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.18444
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.16078
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.08161
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.0516
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.03799
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci	0.00234
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	34.49207
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	28.27778
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	10.79446
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	7.64467
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	4.77055
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	4.0222
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	3.45732
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	3.19408
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.18444
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.91954
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.4524
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.4454
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.16078
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.08161
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.0516
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.03799
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.01079
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Thermales	0.00234
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	25.32603
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	19.37512
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	10.92076
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	10.79446
