#SampleID	SAMD00114983
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	45.69707
k__Bacteria|p__Firmicutes	43.21652
k__Bacteria|p__Verrucomicrobia	5.31512
k__Bacteria|p__Proteobacteria	4.50744
k__Bacteria|p__Actinobacteria	1.24285
k__Bacteria|p__Fusobacteria	0.02099
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	45.69707
k__Bacteria|p__Firmicutes|c__Bacilli	15.84913
k__Bacteria|p__Firmicutes|c__Negativicutes	15.40684
k__Bacteria|p__Firmicutes|c__Clostridia	11.26242
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	5.31512
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.49195
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.85335
k__Bacteria|p__Actinobacteria|c__Actinobacteria	1.24285
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.69813
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.16215
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.02099
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	45.69707
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	15.8295
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	15.40684
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	11.26242
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	5.31512
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2.49195
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	1.73871
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.88765
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.69813
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.26578
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.16215
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.10027
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.08942
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.02099
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.01963
