#SampleID	SRR5898927
k__Bacteria	99.9806
k__Viruses	0.0194
k__Bacteria|p__Firmicutes	74.60105
k__Bacteria|p__Verrucomicrobia	12.99892
k__Bacteria|p__Proteobacteria	5.11517
k__Bacteria|p__Actinobacteria	4.39035
k__Bacteria|p__Bacteroidetes	2.87511
k__Viruses|p__Viruses_noname	0.0194
k__Bacteria|p__Firmicutes|c__Clostridia	74.01661
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	12.99892
k__Bacteria|p__Actinobacteria|c__Actinobacteria	4.39035
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2.87511
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2.40112
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1.4274
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.28666
k__Bacteria|p__Firmicutes|c__Bacilli	0.43187
k__Bacteria|p__Firmicutes|c__Negativicutes	0.15257
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.0194
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	74.01661
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	12.99892
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	4.39035
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2.87511
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2.40112
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	1.4274
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.70643
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.58023
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.43187
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.15257
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	0.0194
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	51.51788
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	17.9001
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	12.99892
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	4.39035
