#SampleID	SRR5898985
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	47.01784
k__Bacteria|p__Bacteroidetes	34.89438
k__Bacteria|p__Actinobacteria	15.97468
k__Bacteria|p__Proteobacteria	2.1131
k__Bacteria|p__Firmicutes|c__Clostridia	42.61709
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	34.89438
k__Bacteria|p__Actinobacteria|c__Actinobacteria	15.97468
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2.12227
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2.08556
k__Bacteria|p__Firmicutes|c__Negativicutes	1.28274
k__Bacteria|p__Firmicutes|c__Bacilli	0.99574
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.02754
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	42.61709
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	34.89438
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	11.31631
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	4.65836
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2.12227
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	2.08556
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	1.28274
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.99574
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.02754
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	19.20529
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	17.05591
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	16.29923
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	15.67587
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	11.31631
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	7.40658
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	4.65836
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2.12227
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	2.08556
