#SampleID	SRR5898912
k__Bacteria	99.39736
k__Archaea	0.60264
k__Bacteria|p__Bacteroidetes	83.11575
k__Bacteria|p__Firmicutes	14.24172
k__Bacteria|p__Proteobacteria	1.96439
k__Archaea|p__Euryarchaeota	0.60264
k__Bacteria|p__Actinobacteria	0.07549
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	83.11575
k__Bacteria|p__Firmicutes|c__Clostridia	7.29014
k__Bacteria|p__Firmicutes|c__Negativicutes	6.85283
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.96439
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.60264
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.09875
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.07549
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	83.11575
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	7.29014
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	6.85283
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	1.84455
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.60264
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.11984
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.09875
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.06064
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.01485
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	79.48608
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	5.28426
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	4.19328
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2.7632
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2.38858
