#SampleID	SRR5898918
k__Bacteria	99.85421
k__Viruses	0.14579
k__Bacteria|p__Firmicutes	51.5342
k__Bacteria|p__Actinobacteria	23.00752
k__Bacteria|p__Proteobacteria	13.75292
k__Bacteria|p__Candidatus_Saccharibacteria	8.19825
k__Bacteria|p__Bacteroidetes	3.36132
k__Viruses|p__Viruses_noname	0.14579
k__Bacteria|p__Actinobacteria|c__Actinobacteria	23.00752
k__Bacteria|p__Firmicutes|c__Clostridia	14.72319
k__Bacteria|p__Firmicutes|c__Negativicutes	14.71052
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	13.75292
k__Bacteria|p__Firmicutes|c__Bacilli	13.38069
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	8.71981
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	8.19825
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	3.36132
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.14579
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	18.87044
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	14.72319
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	14.71052
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	13.75292
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	13.29795
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	8.71981
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	8.19825
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	3.94029
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	3.36132
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.19679
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.12616
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.08274
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	0.01962
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	18.87044
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	14.45555
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	13.75292
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	9.86206
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	9.33179
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	8.71981
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname	8.19825
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	4.18756
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	3.94029
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2.82848
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2.68241
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	1.09695
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	0.67891
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.33756
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0.25497
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	0.23778
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	0.14173
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae	0.12616
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0.10689
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.08274
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.05506
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	0.03207
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae	0.01962
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	18.87044
