#SampleID	SRR5898952
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	55.7754
k__Bacteria|p__Firmicutes	28.72537
k__Bacteria|p__Proteobacteria	14.65926
k__Bacteria|p__Actinobacteria	0.83997
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	55.7754
k__Bacteria|p__Firmicutes|c__Clostridia	25.33442
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	14.17242
k__Bacteria|p__Firmicutes|c__Negativicutes	2.56766
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.83997
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.48684
k__Bacteria|p__Firmicutes|c__Bacilli	0.47374
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.34955
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	55.7754
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	25.33442
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	14.00819
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2.56766
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.69888
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.48684
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.47374
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.34955
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.16423
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.14109
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	55.74083
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	17.90911
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	14.00819
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	3.66569
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2.57798
