#SampleID	SAMD00114953
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	48.75958
k__Bacteria|p__Firmicutes	44.24178
k__Bacteria|p__Actinobacteria	5.57881
k__Bacteria|p__Proteobacteria	1.41654
k__Bacteria|p__Candidatus_Saccharibacteria	0.00277
k__Bacteria|p__Fusobacteria	0.00052
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	48.75958
k__Bacteria|p__Firmicutes|c__Clostridia	40.27143
k__Bacteria|p__Actinobacteria|c__Actinobacteria	5.57881
k__Bacteria|p__Firmicutes|c__Negativicutes	3.12121
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.87635
k__Bacteria|p__Firmicutes|c__Bacilli	0.60532
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.54019
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.24381
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.00277
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.00052
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	48.75958
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	40.27143
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	3.12121
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	2.94783
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2.55836
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.87635
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.51848
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.45015
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.24381
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.08684
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.07881
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.07261
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.01123
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.00277
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.00052
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	40.44904
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	23.56592
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	8.2248
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	7.26587
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	6.35323
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	3.12121
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	2.94783
