#SampleID	SAMEA3541475
k__Bacteria	99.98416
k__Viruses	0.01584
k__Bacteria|p__Firmicutes	59.93329
k__Bacteria|p__Proteobacteria	19.89077
k__Bacteria|p__Actinobacteria	15.90297
k__Bacteria|p__Bacteroidetes	4.25166
k__Viruses|p__Viruses_noname	0.01584
k__Bacteria|p__Verrucomicrobia	0.00548
k__Bacteria|p__Firmicutes|c__Clostridia	55.26511
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	19.88954
k__Bacteria|p__Actinobacteria|c__Actinobacteria	15.90297
k__Bacteria|p__Firmicutes|c__Bacilli	4.46155
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	4.25166
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.17089
k__Bacteria|p__Firmicutes|c__Negativicutes	0.03574
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.01584
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.00548
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.00123
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	55.26511
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	19.88628
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	9.38109
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	6.40278
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	4.45207
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	4.25166
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.17089
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.11909
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.03574
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	0.01584
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.00948
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.00548
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.00326
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.00123
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	32.05722
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	19.88628
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	18.73044
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	9.38109
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	6.40278
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	3.62698
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2.14299
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	1.97518
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	1.92414
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	1.28929
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.99078
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.43032
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.41803
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.17089
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.13949
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.11909
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.11854
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.06717
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.03574
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.01875
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.01634
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Circoviridae	0.01584
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.00948
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	0.00871
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.00606
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0.00548
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0.00448
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	0.00396
