#SampleID	SAMEA3541509
k__Bacteria	99.50121
k__Archaea	0.48732
k__Viruses	0.01148
k__Bacteria|p__Bacteroidetes	51.5286
k__Bacteria|p__Firmicutes	41.75459
k__Bacteria|p__Actinobacteria	3.18182
k__Bacteria|p__Proteobacteria	3.03619
k__Archaea|p__Euryarchaeota	0.48732
k__Viruses|p__Viruses_noname	0.01148
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	51.5286
k__Bacteria|p__Firmicutes|c__Clostridia	23.13428
k__Bacteria|p__Firmicutes|c__Negativicutes	14.09094
k__Bacteria|p__Firmicutes|c__Bacilli	4.04194
k__Bacteria|p__Actinobacteria|c__Actinobacteria	3.18182
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.44151
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.48744
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.48732
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.37926
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.21542
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.01148
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	51.5286
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	23.13428
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	14.09094
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	4.04194
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2.44151
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	1.95558
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.11412
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.48744
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.48732
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.37926
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.12956
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.11212
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.08586
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	0.01148
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	48.90635
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	10.66769
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	9.70574
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	7.44611
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	4.88251
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	4.3852
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	3.87832
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2.44151
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	1.95558
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	1.83147
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	1.11412
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.48744
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.48732
