#SampleID	SAMEA3541521
k__Bacteria	99.99704
k__Viruses	0.00296
k__Bacteria|p__Bacteroidetes	43.60943
k__Bacteria|p__Firmicutes	29.12332
k__Bacteria|p__Proteobacteria	22.25467
k__Bacteria|p__Fusobacteria	3.92774
k__Bacteria|p__Actinobacteria	1.07496
k__Bacteria|p__Candidatus_Saccharibacteria	0.00691
k__Viruses|p__Viruses_noname	0.00296
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	43.60943
k__Bacteria|p__Firmicutes|c__Clostridia	25.77975
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	19.59794
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	3.92774
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2.65673
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.43877
k__Bacteria|p__Firmicutes|c__Bacilli	1.32213
k__Bacteria|p__Actinobacteria|c__Actinobacteria	1.07496
k__Bacteria|p__Firmicutes|c__Negativicutes	0.58267
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.00691
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.00296
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	43.60943
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	25.77975
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	19.56442
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	3.92774
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2.65673
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.43877
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1.32013
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.86697
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.58267
