#SampleID	SAMEA3541588
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	78.64039
k__Bacteria|p__Proteobacteria	8.80335
k__Bacteria|p__Bacteroidetes	8.57843
k__Bacteria|p__Actinobacteria	3.71487
k__Bacteria|p__Verrucomicrobia	0.23035
k__Bacteria|p__Fusobacteria	0.02857
k__Bacteria|p__Candidatus_Saccharibacteria	0.00405
k__Bacteria|p__Firmicutes|c__Negativicutes	41.81404
k__Bacteria|p__Firmicutes|c__Clostridia	35.49005
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	8.57843
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	8.27147
k__Bacteria|p__Actinobacteria|c__Actinobacteria	3.71487
k__Bacteria|p__Firmicutes|c__Bacilli	0.87844
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.53011
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.45786
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.23035
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.02857
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.00405
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.00176
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	41.81404
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	35.49005
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	8.57843
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	8.25121
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2.83209
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.87028
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.86763
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.53011
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.45786
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.23035
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.02857
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.02026
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.0125
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.0108
