#SampleID	SAMEA3541489
k__Bacteria	99.93773
k__Eukaryota	0.06227
k__Bacteria|p__Firmicutes	43.94294
k__Bacteria|p__Bacteroidetes	33.76115
k__Bacteria|p__Actinobacteria	18.19261
k__Bacteria|p__Proteobacteria	4.01703
k__Eukaryota|p__Ascomycota	0.06227
k__Bacteria|p__Fusobacteria	0.0158
k__Bacteria|p__Verrucomicrobia	0.0082
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	33.76115
k__Bacteria|p__Firmicutes|c__Negativicutes	26.28426
k__Bacteria|p__Actinobacteria|c__Actinobacteria	18.19261
k__Bacteria|p__Firmicutes|c__Clostridia	12.82071
k__Bacteria|p__Firmicutes|c__Bacilli	4.82692
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1.77985
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.28836
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.94882
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	0.06227
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.0158
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.01105
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.0082
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	33.76115
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	26.28426
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	16.41191
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	12.82071
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	4.78254
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	1.77985
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.76163
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1.28836
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.82264
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.12618
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	0.06227
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.04438
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.01907
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.0158
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.01105
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.0082
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	31.16364
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	26.14393
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	16.41191
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	6.20457
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	4.57244
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	4.49088
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2.21005
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2.0908
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	1.76163
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	1.48607
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	1.28836
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.82264
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.38349
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.29377
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.18748
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0.14034
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.12618
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae	0.06227
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.04438
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.02799
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.02263
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.0158
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.01105
