#SampleID	SAMEA3541505
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	55.46129
k__Bacteria|p__Bacteroidetes	25.5836
k__Bacteria|p__Verrucomicrobia	11.82662
k__Bacteria|p__Actinobacteria	4.52646
k__Bacteria|p__Proteobacteria	2.2459
k__Bacteria|p__Synergistetes	0.34403
k__Bacteria|p__Fusobacteria	0.0121
k__Bacteria|p__Firmicutes|c__Clostridia	54.60132
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	25.5836
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	11.82662
k__Bacteria|p__Actinobacteria|c__Actinobacteria	4.52646
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.58001
k__Bacteria|p__Firmicutes|c__Bacilli	0.63824
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.56403
k__Bacteria|p__Synergistetes|c__Synergistia	0.34403
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.19821
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.10186
k__Bacteria|p__Firmicutes|c__Negativicutes	0.02353
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.0121
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	54.60132
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	25.5836
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	11.82662
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	4.47939
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1.58001
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.63824
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.56403
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0.34403
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.19821
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.10186
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.02736
