#SampleID	SAMEA3541522
k__Bacteria	99.99562
k__Eukaryota	0.00438
k__Bacteria|p__Firmicutes	80.2532
k__Bacteria|p__Actinobacteria	9.16631
k__Bacteria|p__Bacteroidetes	6.01099
k__Bacteria|p__Proteobacteria	4.54305
k__Bacteria|p__Candidatus_Saccharibacteria	0.01906
k__Eukaryota|p__Ascomycota	0.00438
k__Bacteria|p__Verrucomicrobia	0.00301
k__Bacteria|p__Firmicutes|c__Clostridia	79.52951
k__Bacteria|p__Actinobacteria|c__Actinobacteria	9.16631
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	6.01099
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2.58734
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.92101
k__Bacteria|p__Firmicutes|c__Bacilli	0.62433
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.07777
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.03469
k__Bacteria|p__Firmicutes|c__Negativicutes	0.02158
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.01906
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	0.00438
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.00301
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	79.52951
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	7.31215
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	6.01099
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	2.58152
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1.92101
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.81459
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.61504
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.07777
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.03957
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.03469
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.02158
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.01906
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.00929
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.00583
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	0.00438
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.00301
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	54.51313
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	16.8621
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	7.36425
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	7.31215
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	4.50308
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	2.58152
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	1.92101
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	1.81459
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	1.17272
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.60388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.34905
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.3352
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.30978
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.09845
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.07777
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.03275
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.03125
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	0.02228
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.02158
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname	0.01906
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.01729
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.00929
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.00583
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	0.00573
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.00543
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae	0.00438
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	0.00344
