#SampleID	SAMEA3541512
k__Bacteria	98.46662
k__Archaea	1.53338
k__Bacteria|p__Firmicutes	71.39786
k__Bacteria|p__Actinobacteria	13.67355
k__Bacteria|p__Bacteroidetes	13.24853
k__Archaea|p__Euryarchaeota	1.53338
k__Bacteria|p__Proteobacteria	0.1432
k__Bacteria|p__Candidatus_Saccharibacteria	0.00191
k__Bacteria|p__Fusobacteria	0.00157
k__Bacteria|p__Firmicutes|c__Clostridia	58.552
k__Bacteria|p__Actinobacteria|c__Actinobacteria	13.67355
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	13.24853
k__Bacteria|p__Firmicutes|c__Negativicutes	9.5269
k__Bacteria|p__Firmicutes|c__Bacilli	1.72954
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.58941
k__Archaea|p__Euryarchaeota|c__Methanobacteria	1.53338
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.08005
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.04188
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.02127
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.00191
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.00157
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	58.552
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	13.24853
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	10.79586
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	9.5269
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	2.86969
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1.71622
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.58941
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	1.53338
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.08005
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.04188
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.02127
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.01331
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.008
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.00191
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.00157
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	44.07783
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	10.79586
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	9.78201
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	7.46941
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	6.96134
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	3.05737
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	2.86969
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2.73924
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2.66382
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	2.05749
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	1.7407
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1.7112
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	1.58941
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	1.53338
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.40314
