#SampleID	SAMEA3541575
k__Bacteria	89.71184
k__Archaea	8.938
k__Viruses	1.35016
k__Bacteria|p__Bacteroidetes	55.126
k__Bacteria|p__Firmicutes	22.75553
k__Bacteria|p__Actinobacteria	10.22501
k__Archaea|p__Euryarchaeota	8.938
k__Viruses|p__Viruses_noname	1.35016
k__Bacteria|p__Proteobacteria	1.2518
k__Bacteria|p__Fusobacteria	0.3535
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	55.126
k__Bacteria|p__Firmicutes|c__Clostridia	21.94416
k__Bacteria|p__Actinobacteria|c__Actinobacteria	10.22501
k__Archaea|p__Euryarchaeota|c__Methanobacteria	8.938
k__Viruses|p__Viruses_noname|c__Viruses_noname	1.35016
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.94928
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.64048
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.3535
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.19293
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.10958
k__Bacteria|p__Firmicutes|c__Bacilli	0.10894
k__Bacteria|p__Firmicutes|c__Negativicutes	0.06195
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	55.126
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	21.94416
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	8.938
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	8.31972
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.90529
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	1.35016
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.94928
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.64048
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.3535
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.19293
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.10958
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.07074
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.06195
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.0382
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	44.43629
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	9.03765
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	8.938
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	8.86643
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	8.59579
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	8.31972
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	1.90529
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	1.79386
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae	1.35016
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	1.00535
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.94928
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.90551
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.82182
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.74655
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.64048
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.3535
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.31491
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.29383
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.23548
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.19293
