#SampleID	SAMEA3541508
k__Bacteria	99.95888
k__Eukaryota	0.04015
k__Viruses	0.00096
k__Bacteria|p__Firmicutes	81.74984
k__Bacteria|p__Bacteroidetes	13.16809
k__Bacteria|p__Proteobacteria	4.85221
k__Bacteria|p__Actinobacteria	0.12265
k__Eukaryota|p__Ascomycota	0.04015
k__Bacteria|p__Fusobacteria	0.03332
k__Bacteria|p__Candidatus_Saccharibacteria	0.03278
k__Viruses|p__Viruses_noname	0.00096
k__Bacteria|p__Firmicutes|c__Clostridia	77.78524
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	13.16809
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	4.85221
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2.3534
k__Bacteria|p__Firmicutes|c__Bacilli	1.48687
k__Bacteria|p__Firmicutes|c__Negativicutes	0.12432
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.12265
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	0.04015
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.03332
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.03278
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.00096
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	77.78524
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	13.16809
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	4.85046
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2.3534
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1.47351
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.12432
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.10097
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	0.04015
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.03332
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.03278
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.01914
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.01337
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.00255
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.00175
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.00096
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	45.92892
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	17.38968
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	11.65502
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	10.12673
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	4.85046
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	2.97265
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2.3534
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	1.50702
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1.42792
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	1.3552
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.12432
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.10097
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.04559
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae	0.04015
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.03332
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname	0.03278
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.01337
