#SampleID	SAMEA3541487
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	48.28701
k__Bacteria|p__Firmicutes	26.57549
k__Bacteria|p__Fusobacteria	9.17746
k__Bacteria|p__Verrucomicrobia	6.94641
k__Bacteria|p__Actinobacteria	4.97374
k__Bacteria|p__Proteobacteria	4.02508
k__Bacteria|p__Candidatus_Saccharibacteria	0.01482
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	48.28701
k__Bacteria|p__Firmicutes|c__Clostridia	12.65836
k__Bacteria|p__Firmicutes|c__Negativicutes	11.74683
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	9.17746
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	6.94641
k__Bacteria|p__Actinobacteria|c__Actinobacteria	4.97374
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2.44658
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.89979
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.5785
k__Bacteria|p__Firmicutes|c__Bacilli	0.27051
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.01482
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	48.28701
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	12.65836
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	11.74683
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	9.17746
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	6.94641
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	3.07274
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2.44658
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	1.90101
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.89979
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	1.5785
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.262
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.01482
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.00851
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	23.12828
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	13.94661
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	11.74683
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	9.17746
