#SampleID	SAMD00154992
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	71.94593
k__Bacteria|p__Firmicutes	16.03804
k__Bacteria|p__Actinobacteria	9.7605
k__Bacteria|p__Proteobacteria	1.6952
k__Bacteria|p__Fusobacteria	0.56033
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	71.94593
k__Bacteria|p__Actinobacteria|c__Actinobacteria	9.7605
k__Bacteria|p__Firmicutes|c__Clostridia	9.33156
k__Bacteria|p__Firmicutes|c__Negativicutes	6.26647
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.27852
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.56033
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.41111
k__Bacteria|p__Firmicutes|c__Bacilli	0.38756
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.05244
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.00556
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	71.94593
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	9.33156
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	8.00359
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	6.26647
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.7321
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	1.21283
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.56033
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.41111
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.38175
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.0657
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.05244
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.02481
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.00582
