#SampleID	SAMD00114842
k__Bacteria	99.98136
k__Viruses	0.01864
k__Bacteria|p__Firmicutes	78.48504
k__Bacteria|p__Proteobacteria	11.11581
k__Bacteria|p__Actinobacteria	8.06685
k__Bacteria|p__Bacteroidetes	2.1646
k__Bacteria|p__Fusobacteria	0.14905
k__Viruses|p__Viruses_noname	0.01864
k__Bacteria|p__Firmicutes|c__Bacilli	32.43261
k__Bacteria|p__Firmicutes|c__Negativicutes	32.17196
k__Bacteria|p__Firmicutes|c__Clostridia	13.35531
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	10.94498
k__Bacteria|p__Actinobacteria|c__Actinobacteria	8.06685
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2.1646
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.52516
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.15328
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.14905
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.01864
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.01284
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.00472
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	32.34953
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	32.17196
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	13.35531
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	10.2462
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	7.01859
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2.1646
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.70154
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.68493
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.52516
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.34673
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.15328
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.14905
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.08308
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.01864
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.01385
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.01284
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.00472
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	32.17196
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	29.95435
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	10.2462
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	7.08571
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	7.01859
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	3.91855
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2.2378
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2.02049
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	1.80841
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.70154
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.68493
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.52516
