#SampleID	SAMD00114778
k__Bacteria	99.95015
k__Archaea	0.04985
k__Bacteria|p__Firmicutes	56.41381
k__Bacteria|p__Bacteroidetes	29.21616
k__Bacteria|p__Proteobacteria	11.38369
k__Bacteria|p__Actinobacteria	2.93648
k__Archaea|p__Euryarchaeota	0.04985
k__Bacteria|p__Firmicutes|c__Clostridia	45.77173
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	29.21616
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	9.54788
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	5.22782
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2.93648
k__Bacteria|p__Firmicutes|c__Negativicutes	2.90545
k__Bacteria|p__Firmicutes|c__Bacilli	2.50882
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1.81789
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.04985
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.01793
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	45.77173
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	29.21616
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	9.54655
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	5.22782
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2.90545
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	2.78853
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2.49036
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	1.81789
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.07511
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.07284
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.04985
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.01846
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.01793
