#SampleID	SAMD00114998
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	59.5808
k__Bacteria|p__Fusobacteria	18.36083
k__Bacteria|p__Firmicutes	16.48503
k__Bacteria|p__Proteobacteria	4.23174
k__Bacteria|p__Actinobacteria	1.30381
k__Bacteria|p__Candidatus_Saccharibacteria	0.03778
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	59.5808
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	18.36083
k__Bacteria|p__Firmicutes|c__Clostridia	10.46939
k__Bacteria|p__Firmicutes|c__Negativicutes	5.62963
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.79083
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.43181
k__Bacteria|p__Actinobacteria|c__Actinobacteria	1.30381
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.30775
k__Bacteria|p__Firmicutes|c__Bacilli	0.07826
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.03778
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.00911
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	59.5808
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	18.36083
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	10.46939
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	5.62963
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2.79083
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.85154
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.79445
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.63737
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.44377
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.30775
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.07826
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.03778
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.00911
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.0085
