#SampleID	SAMD00114792
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	74.95488
k__Bacteria|p__Firmicutes	23.39144
k__Bacteria|p__Proteobacteria	1.36883
k__Bacteria|p__Actinobacteria	0.17227
k__Bacteria|p__Spirochaetes	0.11258
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	74.95488
k__Bacteria|p__Firmicutes|c__Clostridia	22.78164
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.10652
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.41741
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.17227
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.15467
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.11258
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.10764
k__Bacteria|p__Firmicutes|c__Negativicutes	0.10079
k__Bacteria|p__Firmicutes|c__Bacilli	0.09159
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	74.95488
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	22.78164
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1.10652
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.41741
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.15984
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.13206
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.11258
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.10764
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.10079
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.09159
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.02261
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.0074
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.00503
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	58.6162
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	9.20057
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	8.40569
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	6.64603
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	5.95909
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	5.74739
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	1.47226
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	1.17902
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	1.10652
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.48603
