#SampleID	SAMD00114849
k__Bacteria	99.90841
k__Archaea	0.09159
k__Bacteria|p__Firmicutes	71.53173
k__Bacteria|p__Bacteroidetes	21.44228
k__Bacteria|p__Actinobacteria	5.71394
k__Bacteria|p__Proteobacteria	1.22045
k__Archaea|p__Euryarchaeota	0.09159
k__Bacteria|p__Firmicutes|c__Clostridia	51.8699
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	21.44228
k__Bacteria|p__Firmicutes|c__Negativicutes	17.20017
k__Bacteria|p__Actinobacteria|c__Actinobacteria	5.71394
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2.15514
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.04172
k__Bacteria|p__Firmicutes|c__Bacilli	0.30653
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.11169
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.09159
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.06704
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	51.8699
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	21.44228
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	17.20017
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	3.59526
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2.15514
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2.11868
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1.04172
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.30653
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0.09839
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.09159
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.06704
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.00992
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.00337
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	29.27539
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	17.1662
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	14.37849
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	12.88696
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	8.81296
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	3.59526
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2.92903
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2.47225
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2.15514
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2.11868
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	1.54199
