#SampleID	SAMD00114798
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	57.88612
k__Bacteria|p__Firmicutes	27.98938
k__Bacteria|p__Proteobacteria	6.89299
k__Bacteria|p__Fusobacteria	3.75318
k__Bacteria|p__Actinobacteria	3.47834
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	57.88612
k__Bacteria|p__Firmicutes|c__Clostridia	21.95737
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	5.30939
k__Bacteria|p__Firmicutes|c__Negativicutes	3.94365
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	3.75318
k__Bacteria|p__Actinobacteria|c__Actinobacteria	3.47834
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.68193
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.5836
k__Bacteria|p__Firmicutes|c__Bacilli	0.40643
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	57.88612
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	21.95737
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	5.30939
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	3.94365
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	3.75318
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2.61985
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.68193
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	1.07934
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.85848
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.50426
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.40223
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.0042
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	57.88335
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	9.96952
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	7.34911
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	5.30939
