#SampleID	SAMD00114840
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	50.52075
k__Bacteria|p__Bacteroidetes	38.83479
k__Bacteria|p__Actinobacteria	8.09193
k__Bacteria|p__Proteobacteria	2.41969
k__Bacteria|p__Verrucomicrobia	0.11014
k__Bacteria|p__Fusobacteria	0.02269
k__Bacteria|p__Firmicutes|c__Clostridia	49.67356
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	38.83479
k__Bacteria|p__Actinobacteria|c__Actinobacteria	8.09193
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1.86975
k__Bacteria|p__Firmicutes|c__Bacilli	0.77253
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.37066
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.17927
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.11014
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0385
k__Bacteria|p__Firmicutes|c__Negativicutes	0.03616
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.02269
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	49.67356
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	38.83479
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	4.76679
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	3.22435
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	1.86975
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.75666
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.37066
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.12974
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.11014
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.1008
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.04953
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0385
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.03616
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.02269
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.01587
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	33.27942
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	30.08042
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	8.2666
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	7.85709
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	6.60398
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	4.76679
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	3.22435
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	1.86975
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	1.55066
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.66881
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.56482
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.37066
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.222
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.12974
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0.11014
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	0.09259
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.05425
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.04953
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.0385
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.03616
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname	0.03491
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.03361
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.03257
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.02269
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.01588
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.01587
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.00821
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	29.71389
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	21.43723
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	8.63916
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	7.85709
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	6.60398
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	4.76679
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	3.43745
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	3.20303
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	3.07631
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	2.03455
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	1.86661
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	1.7029
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	1.08372
