#SampleID	SAMD00114977
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	39.00785
k__Bacteria|p__Firmicutes	37.70239
k__Bacteria|p__Actinobacteria	16.16525
k__Bacteria|p__Proteobacteria	6.01473
k__Bacteria|p__Fusobacteria	0.69461
k__Bacteria|p__Verrucomicrobia	0.41517
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	39.00785
k__Bacteria|p__Firmicutes|c__Clostridia	28.93024
k__Bacteria|p__Actinobacteria|c__Actinobacteria	16.16525
k__Bacteria|p__Firmicutes|c__Negativicutes	8.0591
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	4.69026
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.91563
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.69461
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.41517
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.40884
k__Bacteria|p__Firmicutes|c__Bacilli	0.39022
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.32283
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	39.00785
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	28.93024
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	14.76707
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	8.0591
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	4.69026
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.39804
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.77818
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.69461
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.41517
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.40884
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.39007
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.32283
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.13745
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.00015
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.00013
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	37.0766
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	20.98587
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	14.76707
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	6.56243
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	4.69026
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	4.47847
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	1.57077
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	1.49666
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	1.39804
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	1.30527
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	1.29992
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.77818
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.69461
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.49111
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0.41517
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.40884
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.39007
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.35832
