#SampleID	SAMD00114722
k__Bacteria	99.96631
k__Archaea	0.03369
k__Bacteria|p__Firmicutes	50.67873
k__Bacteria|p__Bacteroidetes	29.07854
k__Bacteria|p__Proteobacteria	17.81867
k__Bacteria|p__Actinobacteria	2.10544
k__Bacteria|p__Spirochaetes	0.24774
k__Bacteria|p__Fusobacteria	0.03719
k__Archaea|p__Euryarchaeota	0.03369
k__Bacteria|p__Firmicutes|c__Clostridia	41.87317
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	29.07854
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	16.95212
k__Bacteria|p__Firmicutes|c__Negativicutes	4.46053
k__Bacteria|p__Firmicutes|c__Bacilli	2.39493
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2.10544
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.95009
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.54825
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.3042
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.24774
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.03719
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.03369
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.0141
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	41.87317
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	29.07854
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	16.32309
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	4.46053
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2.37832
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.95009
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	1.19422
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.75451
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.54825
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.48232
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.3042
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.24774
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.15672
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	0.07389
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.07282
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.03719
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.03369
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.01661
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.0141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	16.32309
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	14.73772
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	12.87079
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	12.47258
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	9.85055
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	6.74632
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	6.27358
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	4.98274
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	3.9328
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2.29645
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	1.95009
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	1.37446
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	1.19422
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	1.12017
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.75451
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.54825
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.52773
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.48232
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.3042
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae	0.20413
