#SampleID	SAMD00114974
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	85.08044
k__Bacteria|p__Firmicutes	9.39451
k__Bacteria|p__Proteobacteria	2.82702
k__Bacteria|p__Actinobacteria	2.67707
k__Bacteria|p__Fusobacteria	0.01985
k__Bacteria|p__Verrucomicrobia	0.00111
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	85.0354
k__Bacteria|p__Firmicutes|c__Clostridia	8.20202
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2.67707
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2.52537
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.75982
k__Bacteria|p__Firmicutes|c__Bacilli	0.25506
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.23596
k__Bacteria|p__Firmicutes|c__Negativicutes	0.17761
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.06569
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.04505
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.01985
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.00111
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	85.0354
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	8.20202
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2.50687
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	1.7292
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.77252
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.75982
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.25016
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.23596
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.17761
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.15728
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.06569
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.04505
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.02365
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.01985
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.01292
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.00491
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.00111
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	84.23315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	3.57201
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	3.35547
