#SampleID	SAMD00115023
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	60.27896
k__Bacteria|p__Actinobacteria	22.06926
k__Bacteria|p__Bacteroidetes	14.40759
k__Bacteria|p__Proteobacteria	3.24117
k__Bacteria|p__Verrucomicrobia	0.00302
k__Bacteria|p__Firmicutes|c__Clostridia	36.81459
k__Bacteria|p__Actinobacteria|c__Actinobacteria	22.06926
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	14.40759
k__Bacteria|p__Firmicutes|c__Bacilli	12.10346
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	9.49588
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.09238
k__Bacteria|p__Firmicutes|c__Negativicutes	1.86503
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.10344
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.04535
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.00302
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	36.81459
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	18.65753
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	14.40759
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	12.06732
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	9.49588
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	3.35754
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2.09238
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	1.86503
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	1.07545
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.05419
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.04535
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.03615
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.02799
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.00302
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	21.67471
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	18.65753
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	13.57042
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	9.49588
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	7.87987
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	7.71055
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	7.19816
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	3.7608
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	3.35754
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2.09238
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	1.86503
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	1.07545
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.8359
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.41815
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.13293
