#SampleID	SRR5898919
k__Bacteria	99.90659
k__Archaea	0.09341
k__Bacteria|p__Firmicutes	65.6219
k__Bacteria|p__Bacteroidetes	26.46851
k__Bacteria|p__Actinobacteria	6.22113
k__Bacteria|p__Proteobacteria	1.39465
k__Bacteria|p__Verrucomicrobia	0.2004
k__Archaea|p__Euryarchaeota	0.09341
k__Bacteria|p__Firmicutes|c__Clostridia	33.71806
k__Bacteria|p__Firmicutes|c__Negativicutes	27.6503
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	26.46851
k__Bacteria|p__Actinobacteria|c__Actinobacteria	6.22113
k__Bacteria|p__Firmicutes|c__Bacilli	2.23515
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2.0184
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.12811
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.26653
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.2004
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.09341
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	33.71806
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	27.6503
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	26.46851
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	5.30494
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2.23515
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2.0184
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.95382
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.91619
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.26653
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.2004
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.1743
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.09341
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	27.56986
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	27.41541
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	20.41248
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	5.30494
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	4.60798
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	3.85112
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2.45153
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2.0184
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1.95554
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	1.08575
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.95382
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.91619
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.35347
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.27961
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.26653
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0.2004
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.1743
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.09341
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0.08044
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname	0.00882
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	26.75111
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	20.41248
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	15.181
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	11.49961
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	5.30494
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	4.60798
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	2.65661
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	2.45153
