#SampleID	SRR5898976
k__Bacteria	99.36287
k__Viruses	0.63713
k__Bacteria|p__Bacteroidetes	64.02026
k__Bacteria|p__Firmicutes	33.71151
k__Bacteria|p__Proteobacteria	0.98376
k__Viruses|p__Viruses_noname	0.63713
k__Bacteria|p__Actinobacteria	0.50001
k__Bacteria|p__Verrucomicrobia	0.14734
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	64.02026
k__Bacteria|p__Firmicutes|c__Negativicutes	18.65526
k__Bacteria|p__Firmicutes|c__Clostridia	14.95279
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.63713
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.50001
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.37169
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.31452
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.29755
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.14734
k__Bacteria|p__Firmicutes|c__Bacilli	0.09384
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.00961
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	64.02026
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	18.65526
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	14.95279
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	0.63713
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.37169
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.31452
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.29755
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.27311
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.2269
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.14734
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.09384
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.00961
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	51.07799
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	18.44405
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	12.52414
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	8.72378
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2.1091
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2.04873
