#SampleID	SAMD00154994
k__Bacteria	99.64062
k__Archaea	0.35938
k__Bacteria|p__Firmicutes	46.6404
k__Bacteria|p__Bacteroidetes	41.58692
k__Bacteria|p__Proteobacteria	6.65446
k__Bacteria|p__Actinobacteria	4.26193
k__Archaea|p__Euryarchaeota	0.35938
k__Bacteria|p__Fusobacteria	0.35894
k__Bacteria|p__Verrucomicrobia	0.13796
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	41.58692
k__Bacteria|p__Firmicutes|c__Clostridia	27.83324
k__Bacteria|p__Firmicutes|c__Bacilli	8.59548
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	5.53119
k__Bacteria|p__Firmicutes|c__Negativicutes	4.68048
k__Bacteria|p__Actinobacteria|c__Actinobacteria	4.26193
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	3.47152
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2.65503
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.49196
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.35938
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.35894
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.13796
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.03595
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	41.58692
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	27.83324
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	8.48954
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	5.53119
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	4.68048
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	3.47152
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2.97684
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	2.01786
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.24025
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.54842
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.49196
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.35938
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.35894
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.13796
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.10594
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0.07448
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.04484
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.03595
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.01427
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	28.11069
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	13.36369
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	8.37231
