#SampleID	SAMD00114782
k__Bacteria	99.75523
k__Viruses	0.24477
k__Bacteria|p__Bacteroidetes	47.62108
k__Bacteria|p__Firmicutes	41.14021
k__Bacteria|p__Actinobacteria	7.05638
k__Bacteria|p__Proteobacteria	3.93335
k__Viruses|p__Viruses_noname	0.24477
k__Bacteria|p__Fusobacteria	0.0042
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	47.62108
k__Bacteria|p__Firmicutes|c__Clostridia	40.37144
k__Bacteria|p__Actinobacteria|c__Actinobacteria	7.05638
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	3.41689
k__Bacteria|p__Firmicutes|c__Bacilli	0.41571
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.28442
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.24477
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.23204
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.216
k__Bacteria|p__Firmicutes|c__Negativicutes	0.13706
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.0042
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	47.62108
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	40.37144
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	4.15601
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	3.41689
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	2.86901
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.41571
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.28442
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.24477
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.216
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.13986
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.13706
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.08895
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.03137
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.0042
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.00324
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	29.55491
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	23.08374
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	12.01159
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	10.67589
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	7.07815
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	4.15601
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	3.57402
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	3.41689
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	2.86901
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	1.16044
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.51916
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.40321
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname	0.3071
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.28442
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae	0.24477
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.216
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.13986
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.08895
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.07924
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0.05782
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.02324
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.0163
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	0.00812
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.00676
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.00573
