#SampleID	SAMD00114825
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	36.92272
k__Bacteria|p__Firmicutes	32.23192
k__Bacteria|p__Actinobacteria	24.62455
k__Bacteria|p__Verrucomicrobia	4.88043
k__Bacteria|p__Proteobacteria	1.2345
k__Bacteria|p__Fusobacteria	0.10588
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	36.92272
k__Bacteria|p__Actinobacteria|c__Actinobacteria	24.62455
k__Bacteria|p__Firmicutes|c__Negativicutes	17.39151
k__Bacteria|p__Firmicutes|c__Clostridia	9.98128
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	4.88043
k__Bacteria|p__Firmicutes|c__Bacilli	4.44966
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.2345
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.40947
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.10588
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	36.92272
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	24.27122
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	17.39151
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	9.98128
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	4.88043
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	4.44966
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	1.19158
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.40947
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.35156
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.10588
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.04292
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.00177
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	32.67089
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	24.27122
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	17.39151
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	4.88043
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	4.36858
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	3.8383
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	3.45226
