#SampleID	SAMD00114966
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	38.7985
k__Bacteria|p__Bacteroidetes	31.463
k__Bacteria|p__Verrucomicrobia	20.30432
k__Bacteria|p__Proteobacteria	7.66981
k__Bacteria|p__Actinobacteria	1.0693
k__Bacteria|p__Synergistetes	0.42385
k__Bacteria|p__Fusobacteria	0.27123
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	31.463
k__Bacteria|p__Firmicutes|c__Clostridia	31.01646
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	20.30432
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	5.54093
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	4.61722
k__Bacteria|p__Firmicutes|c__Negativicutes	1.62487
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1.56233
k__Bacteria|p__Firmicutes|c__Bacilli	1.53995
k__Bacteria|p__Actinobacteria|c__Actinobacteria	1.0693
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.56655
k__Bacteria|p__Synergistetes|c__Synergistia	0.42385
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.27123
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	31.463
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	31.01646
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	20.30432
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	5.52559
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	4.61722
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	1.62487
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	1.56233
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1.53023
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.56655
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.52037
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.51732
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0.42385
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.27123
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.0316
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.01533
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.00972
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	20.30432
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	18.03502
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	11.67289
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	9.90724
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	5.75392
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	5.52559
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	5.07635
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	4.61722
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	4.54204
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	3.82372
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2.14537
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	1.61003
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	1.55545
