#SampleID	SAMD00114863
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	63.32258
k__Bacteria|p__Firmicutes	32.1342
k__Bacteria|p__Proteobacteria	2.41502
k__Bacteria|p__Actinobacteria	1.74328
k__Bacteria|p__Verrucomicrobia	0.38368
k__Bacteria|p__Spirochaetes	0.00125
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	63.32258
k__Bacteria|p__Firmicutes|c__Clostridia	20.03141
k__Bacteria|p__Firmicutes|c__Negativicutes	10.64388
k__Bacteria|p__Actinobacteria|c__Actinobacteria	1.74328
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.37324
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.07527
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.6909
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.38368
k__Bacteria|p__Firmicutes|c__Bacilli	0.38363
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.35088
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.00125
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	63.32258
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	20.03141
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	10.64388
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	1.31724
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.07527
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.90167
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.79411
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.6909
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.38368
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.3715
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.35088
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.056
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.04749
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.01214
