#SampleID	SAMEA3541533
k__Bacteria	99.9883
k__Archaea	0.0117
k__Bacteria|p__Bacteroidetes	57.71159
k__Bacteria|p__Firmicutes	38.09513
k__Bacteria|p__Proteobacteria	2.62589
k__Bacteria|p__Actinobacteria	1.3969
k__Bacteria|p__Verrucomicrobia	0.15879
k__Archaea|p__Euryarchaeota	0.0117
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	57.71159
k__Bacteria|p__Firmicutes|c__Clostridia	31.06454
k__Bacteria|p__Firmicutes|c__Negativicutes	6.12083
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.89121
k__Bacteria|p__Actinobacteria|c__Actinobacteria	1.3969
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.8107
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.53118
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.2035
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.15879
k__Bacteria|p__Firmicutes|c__Bacilli	0.09907
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0117
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	57.71159
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	31.06454
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	6.12083
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	1.43186
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	1.26007
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.8107
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.5223
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.45935
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.2035
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.15879
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.13437
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.09907
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.0117
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.00888
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.00246
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	42.49167
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	14.10165
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	10.96068
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	9.52989
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	7.06738
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	5.83608
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2.21681
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	1.8531
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	1.43186
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	1.26007
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.8107
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.5223
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.45935
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.28475
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.22849
