#SampleID	SAMEA3541564
k__Bacteria	99.96386
k__Eukaryota	0.03196
k__Viruses	0.00418
k__Bacteria|p__Firmicutes	67.67513
k__Bacteria|p__Bacteroidetes	22.29438
k__Bacteria|p__Actinobacteria	8.87592
k__Bacteria|p__Proteobacteria	1.04967
k__Bacteria|p__Fusobacteria	0.06487
k__Eukaryota|p__Ascomycota	0.03196
k__Viruses|p__Viruses_noname	0.00418
k__Bacteria|p__Candidatus_Saccharibacteria	0.00389
k__Bacteria|p__Firmicutes|c__Clostridia	64.55848
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	22.29438
k__Bacteria|p__Actinobacteria|c__Actinobacteria	8.87592
k__Bacteria|p__Firmicutes|c__Bacilli	1.5122
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.26965
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.5972
k__Bacteria|p__Firmicutes|c__Negativicutes	0.3348
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.30488
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.1476
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.06487
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	0.03196
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.00418
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.00389
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	64.55848
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	22.29438
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	8.05742
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1.36352
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.26965
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.80055
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.36707
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.3348
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.30488
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.23012
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.14868
