#SampleID	SAMEA3541583
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	75.93202
k__Bacteria|p__Firmicutes	18.06705
k__Bacteria|p__Proteobacteria	3.11218
k__Bacteria|p__Actinobacteria	1.89177
k__Bacteria|p__Fusobacteria	0.98841
k__Bacteria|p__Candidatus_Saccharibacteria	0.00857
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	75.93202
k__Bacteria|p__Firmicutes|c__Clostridia	15.46644
k__Bacteria|p__Actinobacteria|c__Actinobacteria	1.89177
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.86323
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.59669
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.05608
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.98841
k__Bacteria|p__Firmicutes|c__Bacilli	0.54232
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.45941
k__Bacteria|p__Firmicutes|c__Negativicutes	0.19506
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.00857
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	75.93202
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	15.46644
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.86323
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	1.55078
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	1.1252
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1.05608
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.98841
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.75756
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.4651
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.45941
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.19506
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.07722
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.04591
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.00901
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.00857
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	68.20915
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	9.23846
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	7.51229
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	4.94149
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	1.86323
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	1.55078
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	1.1252
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	1.05608
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.98841
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.95115
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.75756
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.45197
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	0.30424
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.26868
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.2095
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.19506
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.15516
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.07722
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.06443
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.04591
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.01313
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.00901
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname	0.00857
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.00223
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.00107
