#SampleID	SAMEA3541515
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	55.63642
k__Bacteria|p__Firmicutes	35.15422
k__Bacteria|p__Proteobacteria	5.32218
k__Bacteria|p__Verrucomicrobia	3.01175
k__Bacteria|p__Fusobacteria	0.70324
k__Bacteria|p__Actinobacteria	0.17219
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	55.63642
k__Bacteria|p__Firmicutes|c__Clostridia	20.56545
k__Bacteria|p__Firmicutes|c__Negativicutes	13.2038
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	4.70987
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	3.01175
k__Bacteria|p__Firmicutes|c__Bacilli	0.76137
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.70324
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.62361
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.50701
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.17219
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.10315
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.00216
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	55.63642
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	20.56545
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	13.2038
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	3.01175
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	2.48946
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2.21972
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.70324
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.65176
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.62361
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.50701
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.10961
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0871
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.08377
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.08125
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.01605
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.00717
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.00216
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.00069
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	24.10269
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	20.28054
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	13.2038
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	13.11476
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	9.73264
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	3.75582
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	3.01175
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2.77961
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	2.48946
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	2.21972
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	1.51029
