#SampleID	SAMEA3541566
k__Viruses	62.62927
k__Bacteria	37.35616
k__Archaea	0.01457
k__Viruses|p__Viruses_noname	62.62927
k__Bacteria|p__Firmicutes	23.683
k__Bacteria|p__Proteobacteria	6.42429
k__Bacteria|p__Bacteroidetes	5.97118
k__Bacteria|p__Actinobacteria	1.1719
k__Bacteria|p__Fusobacteria	0.10245
k__Archaea|p__Euryarchaeota	0.01457
k__Bacteria|p__Verrucomicrobia	0.00335
k__Viruses|p__Viruses_noname|c__Viruses_noname	62.62927
k__Bacteria|p__Firmicutes|c__Clostridia	15.1436
k__Bacteria|p__Firmicutes|c__Bacilli	7.65029
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	6.33617
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	5.97118
k__Bacteria|p__Actinobacteria|c__Actinobacteria	1.1719
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.67771
k__Bacteria|p__Firmicutes|c__Negativicutes	0.2114
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.10245
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.07556
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.01457
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.01256
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.00335
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	62.62927
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	15.1436
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	7.61114
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	6.24544
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	5.97118
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.0998
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.67771
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.2114
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.10245
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.08461
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.07556
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.05293
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.03915
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.01917
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.01457
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.01256
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.00574
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.00335
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0.00038
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae	62.62575
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	6.86023
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	6.24544
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	6.22326
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	5.56454
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	4.61168
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2.46718
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	1.0998
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.69956
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.67771
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.63155
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.56048
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.44212
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.26161
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.18447
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.13319
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0.11753
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.10245
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.09386
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.08461
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.07556
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.05293
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.05135
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.03915
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname	0.0242
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	0.01855
