#SampleID	SAMEA3541500
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	49.81844
k__Bacteria|p__Actinobacteria	28.4437
k__Bacteria|p__Bacteroidetes	19.15764
k__Bacteria|p__Proteobacteria	2.46975
k__Bacteria|p__Synergistetes	0.05396
k__Bacteria|p__Fusobacteria	0.04123
k__Bacteria|p__Verrucomicrobia	0.01529
k__Bacteria|p__Actinobacteria|c__Actinobacteria	28.4437
k__Bacteria|p__Firmicutes|c__Clostridia	28.22301
k__Bacteria|p__Firmicutes|c__Negativicutes	19.91526
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	19.15764
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.29693
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.10189
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.04895
k__Bacteria|p__Firmicutes|c__Bacilli	0.63123
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.07092
k__Bacteria|p__Synergistetes|c__Synergistia	0.05396
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.04123
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.01529
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	28.22301
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	24.05842
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	19.91526
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	19.15764
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	4.38036
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1.29693
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	1.09619
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.04895
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.57564
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.07092
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.05559
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0.05396
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.04123
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.01529
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.00571
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.00492
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	24.05842
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	19.91526
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	13.81699
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	9.00069
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	8.99842
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	8.48706
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	4.38036
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2.84816
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2.44048
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	1.29693
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	1.27938
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	1.09619
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	1.04895
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.3731
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.28128
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.11047
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.10487
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.08384
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.05559
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.05485
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	0.05396
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.05336
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.05201
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.04123
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0.01529
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.01384
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.01233
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.01228
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.00571
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.00492
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	0.00379
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	24.05842
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera	19.89725
