#SampleID	SAMEA3541578
k__Bacteria	99.98599
k__Viruses	0.01401
k__Bacteria|p__Firmicutes	52.47393
k__Bacteria|p__Bacteroidetes	37.83244
k__Bacteria|p__Actinobacteria	5.35687
k__Bacteria|p__Verrucomicrobia	2.45825
k__Bacteria|p__Proteobacteria	1.44639
k__Bacteria|p__Fusobacteria	0.41812
k__Viruses|p__Viruses_noname	0.01401
k__Bacteria|p__Firmicutes|c__Clostridia	42.30277
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	37.83244
k__Bacteria|p__Firmicutes|c__Negativicutes	6.51593
k__Bacteria|p__Actinobacteria|c__Actinobacteria	5.35687
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2.9914
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2.45825
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.72952
k__Bacteria|p__Firmicutes|c__Bacilli	0.66384
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.41812
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.37436
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.3425
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.01401
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	42.30277
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	37.83244
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	6.51593
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	3.36916
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2.9914
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2.45825
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.9877
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.72952
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.54867
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.41812
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.37123
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.3425
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.11516
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	0.01401
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.00313
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	28.90078
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	25.11914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	10.8273
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	9.67725
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	4.44853
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	3.36916
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2.9914
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	2.45825
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2.30926
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	2.0674
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	1.9877
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	1.2721
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.91287
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.72952
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname	0.72346
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.41336
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.37528
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.3425
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.24469
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.14293
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.12794
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.12751
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.11516
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	0.10079
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.09748
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	0.04284
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.02545
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.01842
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Circoviridae	0.01401
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.00618
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0.00368
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.00333
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	0.00313
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.0012
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	25.11914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	23.05239
