#SampleID	SRR8865598
k__Bacteria	98.9892
k__Viruses	1.0108
k__Bacteria|p__Proteobacteria	46.30039
k__Bacteria|p__Bacteroidetes	27.46783
k__Bacteria|p__Firmicutes	17.10911
k__Bacteria|p__Actinobacteria	8.08024
k__Viruses|p__Viruses_noname	1.0108
k__Bacteria|p__Verrucomicrobia	0.02873
k__Bacteria|p__Fusobacteria	0.0029
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	45.25576
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	27.46783
k__Bacteria|p__Firmicutes|c__Clostridia	9.88461
k__Bacteria|p__Actinobacteria|c__Actinobacteria	8.08024
k__Bacteria|p__Firmicutes|c__Negativicutes	4.27033
k__Bacteria|p__Firmicutes|c__Bacilli	2.85921
k__Viruses|p__Viruses_noname|c__Viruses_noname	1.0108
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.80623
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.2384
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.09496
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.02873
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.0029
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	44.29121
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	27.46783
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	9.88461
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	7.43736
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	4.27033
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2.84342
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	1.0108
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.80623
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0.63927
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.38547
