#SampleID	SRR8865581
k__Bacteria	99.63286
k__Archaea	0.36714
k__Bacteria|p__Bacteroidetes	61.85992
k__Bacteria|p__Firmicutes	25.99014
k__Bacteria|p__Proteobacteria	5.85142
k__Bacteria|p__Verrucomicrobia	5.37132
k__Archaea|p__Euryarchaeota	0.36714
k__Bacteria|p__Actinobacteria	0.22888
k__Bacteria|p__Synergistetes	0.21268
k__Bacteria|p__Fusobacteria	0.11849
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	61.85992
k__Bacteria|p__Firmicutes|c__Clostridia	21.24545
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	5.37132
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	4.93206
k__Bacteria|p__Firmicutes|c__Negativicutes	4.30284
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.75352
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.36714
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.34244
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.22888
k__Bacteria|p__Synergistetes|c__Synergistia	0.21268
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.16584
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.11849
k__Bacteria|p__Firmicutes|c__Bacilli	0.09942
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	61.85992
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	21.24545
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	5.37132
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	4.93206
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	4.30284
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.75352
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.36714
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.34244
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.22888
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0.21268
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.16584
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.11849
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.08832
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.0111
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	35.06726
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	18.50697
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	14.20947
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	7.97096
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	5.37132
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	4.93206
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	4.57528
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	4.28379
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	1.15428
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.94362
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.75352
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.43929
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.36714
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.34244
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.22888
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	0.21268
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.16584
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.11849
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.10808
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.08832
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.04128
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname	0.03695
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0.03423
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0.01905
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.0177
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.0111
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	35.06726
