#SampleID	SRR8865586
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	51.81823
k__Bacteria|p__Proteobacteria	27.73946
k__Bacteria|p__Bacteroidetes	19.95803
k__Bacteria|p__Actinobacteria	0.48428
k__Bacteria|p__Firmicutes|c__Negativicutes	40.72674
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	27.73946
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	19.95803
k__Bacteria|p__Firmicutes|c__Clostridia	9.87721
k__Bacteria|p__Firmicutes|c__Bacilli	1.21428
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.48428
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	40.72674
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	27.73946
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	19.95803
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	9.87721
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1.21428
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.48428
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	37.1143
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	27.73946
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	15.53258
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	5.07479
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	3.61244
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	3.57071
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2.54204
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	1.09615
