#SampleID	SRR8865600
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	70.01304
k__Bacteria|p__Proteobacteria	22.30961
k__Bacteria|p__Firmicutes	7.41086
k__Bacteria|p__Verrucomicrobia	0.15832
k__Bacteria|p__Fusobacteria	0.10817
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	70.01304
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	22.01314
k__Bacteria|p__Firmicutes|c__Clostridia	6.91087
k__Bacteria|p__Firmicutes|c__Bacilli	0.41384
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.28613
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.15832
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.10817
k__Bacteria|p__Firmicutes|c__Negativicutes	0.06271
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.02344
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.01034
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	70.01304
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	22.01314
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	6.91087
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.41384
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.28613
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.15832
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.10817
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.06271
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.02344
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.01034
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	37.65468
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	22.01314
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	15.6414
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	9.7054
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	7.01156
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2.1979
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	1.99501
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	1.17618
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.7258
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.5989
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.37242
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.28613
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.20538
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0.15832
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	0.10817
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.06271
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.04141
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.02344
