#SampleID	SRR8865576
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	90.34984
k__Bacteria|p__Firmicutes	5.58065
k__Bacteria|p__Proteobacteria	2.10641
k__Bacteria|p__Actinobacteria	1.96311
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	90.34984
k__Bacteria|p__Firmicutes|c__Clostridia	3.18057
k__Bacteria|p__Actinobacteria|c__Actinobacteria	1.96311
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.83539
k__Bacteria|p__Firmicutes|c__Bacilli	1.63094
k__Bacteria|p__Firmicutes|c__Negativicutes	0.76914
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.27102
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	90.34984
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	3.18057
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	1.83539
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1.63094
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.5753
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.76914
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.3878
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.27102
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	61.72237
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	21.25483
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	5.88548
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2.96063
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	1.83539
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	1.5753
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	1.57035
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	1.48715
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.74108
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.3878
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.27102
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.20442
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.06059
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0.02806
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.01552
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	61.72237
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	21.25483
