k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.00301	5.55821	10.47985	0.79324	0.88892	0.23779	0.81871	2.61875	0.23372	0.94475	1.85661	1.03788	0.78816	0.25402	0.95869	0.85919	0	0.21353	14.80841	0.15427	0.1733	0.63602	0.46736	0.82267	16.42879	0.3101	0.99561	1.83274	0	54.85282	1.46604	0.4513	0.52973	0.23467	9.38086	1.75451	1.33533	0.28269	0.74938	26.29447	7.65171	0.1931	6.05034	45.25503	0.08859	0.89108	61.78976	0.4453	4.5385	0.23386	1.97067	0.12394	9.57398	0.0767	0.15597	1.23239	0.29896	0.34474	12.17836	0.23945	0.43684	0.83075	7.8402	12.03153	4.70335	7.05226	0.41058	10.76612	0.00493	0.46061	5.79879	7.54264	0.97986	1.14351	0.01133	22.92789	0.13986	0.16437	0.31666	0.10574	0.68652	0.47186	0.18306	0.32927	1.54203	0.14068	0.64252	0.40942	0.11869	0.38595	0	5.88558	0.96441	0.51353	1.02373	0.04279	0.27012	0.30019	61.94634	1.23805	1.99285	0.00564	0.94192	7.0101	12.18312	12.77629	1.27295	21.64843	0.57022	24.15495	5.07775	8.46912	1.83995	12.76186	0.11915	4.43126	0.32534	2.36462	1.53443	0.23674	0.5308	0.91996	0.23238	0.62899	2.03412	0.95724	1.00918	1.56311	1.49155	2.35873	0.27791	0.09432	1.28874	8.62962	0.77885	1.2877	0.23934	14.78868	63.08316	3.20683	2.84732	0.32956	3.02003	0.26239	10.01394	0.13792	0.21941	2.73431	0.06282	0.14817	2.0587	3.71997	0.29775	1.16958	0.07401	0.15516	0.06534	17.4395	3.21555	18.77089	18.36329	22.4896	31.01456	1.43209	0.05273	9.98894	0.75242	0.91416	2.05347	0.48192	1.64293	8.33682	0.35306	0.45045	0.02339	1.30872	12.42365	0.21855	0.10061	19.57934	0.57074	0.34262	0.3678	0.74213	0.72595	1.96783	0.02112	24.59433	0.17698	4.43115	0.14305	0.46332	1.01113	16.04304	0.54204	1.00913
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	45.37836	0.76103	0.53991	0.00848	0.70834	0.32783	0.60644	0.01035	42.02482	0.39585	0.5646	1.20878	0	0.40273	2.23504	0.07917	0.65672	14.49233	3.73091	0.74009	1.89517	0.42547	7.44402	9.72314	52.73542	0.15582	3.08848	3.30914	1.39012	1.75501	0.43828	0.28732	0.3458	37.33106	0	3.68982	1.66753	12.49987	0.82794	0.15419	1.51336	0.25663	0.48332	0.01414	0.0334	0.90671	1.82715	3.5845	1.71433	0.14656	0.64557	1.01723	1.27942	25.07073	0.05108	0.05432	6.87072	0.0295	4.28122	25.01354	3.52897	2.47538	26.50457	1.20055	2.66188	11.04405	5.31537	0.04494	0.73808	0.96448	4.12427	0.37622	6.70029	52.36707	0.063	9.60149	0	2.60316	8.52094	44.2446	0.23586	0.35518	36.77425	0.77839	12.75018	0.01163	0.34241	48.59044	31.68217	2.73512	3.20382	38.7753	17.64989	0.23392	1.54367	52.47216	10.76472	3.73291	1.46493	0.00624	0.51157	52.53158	4.68586	0.24261	0.30816	0.13494	10.82499	0.07537	0.35863	0.01489	1.30498	0.19259	2.88262	0.00994	9.05132	3.02437	1.90078	0.88784	0.59941	0.11589	0.08098	52.36754	12.30254	2.58006	0.75813	0	0.00517	2.12126	0.43146	0.03043	18.86986	61.73525	1.01347	1.7092	4.13594	2.78942	0.22562	22.54523	0.14416	1.11719	10.84355	1.47898	0.1718	0.23623	3.37068	0.06224	1.26256	0.93352	0.25817	0.10707	5.00956	5.18038	0.29093	0.20106	0.03514	0.0055	15.9064	2.7179	1.31308	14.21881	33.16129	8.29854	33.0366	0	82.39235	1.00346	12.47658	1.49205	0.88281	1.60941	0.45104	0.56592	1.33355	5.44345	3.05879	0.21547	0.87351	87.43027	3.9293	8.76747	0.10534	0.08152	9.51607	2.45257	5.00008	0.28581	26.61203	8.14642	0.63731	0.56982	6.84602	0.0646	0.16819	0.01008	21.20347	0.01291
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	28.34786	6.90463	14.75265	8.67669	23.19642	8.73148	16.78107	5.72538	0.6469	63.47269	30.286	30.80039	46.07954	14.18967	31.11589	33.81288	40.00521	1.53004	2.2669	1.62478	16.90965	4.80591	10.27004	38.3989	0.5754	1.05877	26.86539	15.80789	19.92324	0.40605	40.72816	15.25851	36.47865	16.99288	20.84033	6.3689	42.87661	50.6919	11.84351	0.74771	23.96717	6.31612	14.64516	31.68306	2.82087	13.7542	9.26197	17.55748	4.14789	4.94807	6.06928	1.51905	2.96602	2.36733	0.6666	10.67016	41.25436	85.79714	0.26288	32.80904	12.52269	11.74552	7.91399	1.3861	6.43776	5.44147	5.8924	6.55439	0.41458	0.71935	7.03485	68.58058	37.48113	0.37092	0.08113	0.79739	6.49607	21.47223	62.69971	15.66629	30.70407	29.60384	32.7372	1.49245	71.37363	1.06473	8.29951	22.22715	44.6472	2.94117	81.8707	32.38559	14.1491	0.57229	70.77169	13.44969	2.16002	19.06054	1.51434	33.11858	2.74777	30.9907	82.99865	3.31304	17.87178	0.30385	0.63824	0.36004	34.21584	3.07432	56.87955	0.10274	37.17261	6.14096	39.1946	11.38014	2.09327	9.44352	43.38444	3.8582	7.10943	41.90861	60.63389	0.10655	8.7635	65.10724	59.56075	7.06098	16.65305	16.95833	62.96312	6.19699	22.11549	13.14105	8.04572	24.50663	3.40189	0.19592	0.22189	76.44996	3.04438	65.80686	2.38938	9.53113	33.29882	1.30153	8.00491	16.8605	12.40386	9.75009	1.36816	0.37176	0.39744	44.83489	93.94633	3.78568	2.14881	41.32012	12.55132	13.30279	0.35683	10.94002	10.1944	45.87086	6.28221	0.96202	59.32758	69.24697	80.28311	26.59097	1.88832	1.63639	10.38262	8.48589	1.67114	18.70013	0.16687	1.98177	34.83411	40.95562	26.61403	19.69403	5.16317	69.43303	17.91762	53.69541	47.87772	1.24379	8.07231	2.32523	3.80563	7.83223	10.89501	1.31993	32.30055	6.09686
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	9.50803	24.16328	20.33371	18.13283	38.86256	7.41459	53.75526	30.42752	16.33122	20.50724	50.08607	9.11073	35.28646	6.75951	7.5202	23.26976	54.92467	32.3905	35.37296	4.80148	27.35343	9.58739	4.1919	17.75881	10.7878	9.4355	25.34661	0.08354	39.51344	9.86189	16.12869	6.93046	44.53139	23.09107	28.16402	10.20103	0.40388	26.91011	69.82958	35.06026	8.47753	16.23924	6.84854	4.52508	36.29245	52.81254	20.0553	36.66775	2.55994	37.77397	4.0036	11.74325	5.99781	9.31054	45.81276	43.28152	25.02893	1.56493	52.9112	26.12982	77.80523	37.83977	42.94447	0.24106	16.54451	37.66008	22.79804	3.39175	8.14268	34.5149	26.51878	10.71701	15.30607	5.82352	20.57806	52.70918	8.62949	47.84762	0.11542	22.60892	19.54814	43.56495	18.37523	26.20924	4.09985	37.65092	39.71023	13.18649	7.54235	3.2217	12.44907	8.46713	0.78326	1.87519	9.61556	7.96712	81.85852	35.73657	3.25497	24.58146	51.6538	0.34329	2.92422	13.78024	34.84282	54.27608	16.28503	38.99765	21.50772	5.63267	1.41985	49.21248	13.56781	8.93635	3.064	11.54172	42.03896	4.35356	21.73547	40.51928	47.8262	0.01325	15.69116	1.24157	32.85205	5.71037	8.25299	20.67895	16.41459	9.68448	8.43395	22.69303	19.87326	39.78258	2.47186	7.99911	71.70151	13.2476	16.81401	0.11908	9.37244	13.41179	7.46842	19.68238	20.97008	18.89181	6.22489	3.97597	0.03815	3.4361	50.12618	4.61539	6.31101	17.78283	0.79214	6.98051	59.60879	16.92054	11.08348	0.1555	6.95771	38.60487	1.28322	30.37544	2.02595	34.6968	2.02989	4.24932	0.07517	29.8266	1.09927	15.45301	0.32894	51.74603	59.82428	12.43769	63.14916	0.24593	27.87663	15.22643	16.22212	14.56007	77.59948	12.435	10.56381	27.41941	0	0.00374	9.81728	4.38798	15.77856	34.81428	4.85312	18.22494	8.40769	32.46938
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	5.43418	1.96616	1.40078	0.40974	9.50634	2.15312	1.5713	4.31011	3.23851	0	0	4.74618	0.03674	0.45603	0.91755	2.29093	0	3.13671	0.81389	0	1.32797	0	8.22823	3.83187	0.04474	0.18354	3.6546	0	0	0.01867	0.58156	0.38165	3.85287	0.77905	3.19998	0.00241	0	3.27654	1.76431	1.71074	4.1649	1.29504	0.90488	0.81095	0	0.09617	0	0.08439	0.79234	2.1211	0.42945	1.50878	0.00088	3.57071	3.95278	0	1.30118	0.71314	0.03562	0.2164	0.00989	1.33903	0.01189	0.44018	0	0.05126	0.67307	1.65576	0	1.05328	0.14987	0.03149	1.42508	0.10754	0.01179	0.13234	0.19693	1.85207	0.24585	0.10822	0.96258	0.67077	3.45325	0	0.70822	0.59946	0	0	0	0.38191	0.25569	0.66313	0.32084	0.44685	0	2.99165	0	2.2985	0.09585	0.8544	2.31647	0	0.59552	0.3115	3.14087	1.29446	9.28082	0.93446	2.25359	2.21008	0	0.11882	0.94725	0	0.00105	1.54076	0.22433	0.01712	11.59836	1.21756	0	0.06267	0.00377	0.37237	0.05489	4.72072	0.39964	0.10126	2.38389	0.23713	0	0.50914	3.72998	0.71303	1.02247	2.24207	0.03128	0.25833	0.10186	0.70017	0.11824	0.21745	0.00472	0.52431	0.31209	1.56616	0.83417	0.03138	0.06754	0.48659	0	0.02631	0.45562	0	0	0.31136	0.1367	3.17024	0.36143	0.6321	0.12622	1.92827	0.15411	1.09945	1.58456	2.61313	7.07247	0	0.63653	6.43858	0.07259	0.84953	0.00046	1.19275	2.94041	3.01241	0.4267	0.03887	5.04427	0	2.05497	0	0.32024	0.10727	9.113	3.63816	0.90692	0	1.39475	0.59761	0.26251	1.71587	0.68574	0.75575	0.05613	1.21775
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	3.77103	0.58995	1.63285	0.52021	4.32672	1.27414	1.09449	2.15873	1.1905	0.65825	0.41252	1.84961	0.40502	0.34891	0.16533	0.93029	1.51765	0.2243	0.7955	0.78709	0.8213	0	2.96365	0.40963	0	0.06792	0.50174	0	1.02105	0.00378	1.44448	0.23698	4.20845	1.70273	5.16498	0.00595	0.00407	0.67583	0.10668	2.94113	2.23112	0.54052	1.67709	0.02833	0.40944	0.19495	0	0.02465	0.41783	0.67355	0.09065	0.8575	0.07341	1.09282	3.73343	1.7908	1.14004	0.15741	0.01971	0.18615	0	0.43792	0	0.00516	6.91793	0.05291	0.21917	0.16029	0	0.29681	0.2556	0.08026	7.79892	0.16035	0	0.87042	0.0245	3.35141	0.0356	0.03793	0.48868	0.15142	6.27974	0.01226	0.19656	0.25049	8.49352	0.7837	0.03559	0.18855	0	0.80759	0.04465	0.02305	0.02161	0.96083	0	0.74742	0.34853	0.37889	1.03686	0	0.10319	0.10351	0.3134	0.20825	3.02481	0.51045	0.69954	4.44416	0.65317	0.02263	0.21096	0.1922	0	1.23062	1.24352	0.04439	2.58859	1.26777	1.85546	0	0.00562	0	0.11263	0.07488	0.44617	0.04907	3.77478	0.00096	0.59332	0.36446	2.6472	0.16925	0	0.49459	0.04457	0.06248	0.00776	0.08151	0.21722	0.50112	0.27858	0.27328	0.17001	0.63077	0.19847	0.02523	0.12269	0.22247	0.11083	0.00029	0.04482	0.00129	0	0.06856	0.0737	0.50667	0.24301	0.08045	0.48896	0.02471	0.04405	0.61146	0	0.54606	0.39874	0.04902	0.1983	5.2418	0.10183	0.19199	0	0.49596	3.05749	4.33843	0.70516	0.06281	1.46451	0.37612	0.75899	0.17024	1.97226	0.19158	8.89561	2.65874	0	0	0.09835	0.34933	0.13904	0.84748	0.0337	0.56509	0.0759	0.76034
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2.50376	19.82472	17.05518	7.54028	1.44451	4.32957	1.27864	46.3297	3.82268	4.09522	0	44.97054	0	9.32605	27.93644	15.94656	0.11752	31.5306	0.40685	2.26388	6.69626	0.00769	48.15901	9.25628	0.00855	1.24159	25.8182	0.1735	13.15513	0.03826	13.13638	9.5094	4.49698	2.71552	19.06028	0.30953	20.63134	1.77761	0	12.98563	12.1702	14.49272	11.17524	1.02955	26.92967	1.54564	0.052	0.26846	13.93149	7.89443	1.17486	3.81754	0.33228	18.59257	24.0255	6.49524	5.11728	5.18534	0.88814	5.47106	0.01343	32.25934	3.18608	0.9469	57.80505	28.04753	3.37011	14.51898	0	2.23205	2.99911	0.2676	8.21625	0.81579	0.01011	0.49934	0.44956	16.89907	0.11425	4.49586	9.90862	6.11438	0	0.05052	2.80848	2.73109	6.32841	4.36657	0	2.48638	0.51708	0.94026	0.98494	0.13882	0.04482	18.96145	0.17022	26.32764	1.0261	17.13375	2.2698	13.50224	0	2.94805	18.65841	3.28793	36.6672	15.95006	17.3392	40.32405	0.07657	0.02313	4.64839	67.60154	0	17.07071	18.90854	0.70274	10.32822	2.59925	0	0.05657	3.99328	0.13707	2.42865	18.14211	4.11418	26.117	21.82434	0.28207	5.26896	1.09747	4.14124	1.47919	0.03206	31.35305	1.02917	0.40267	0.00733	0	5.08318	1.26653	1.35522	6.29014	10.49712	13.35754	7.51752	1.66946	0.35646	1.41294	0.0063	0.01093	1.61613	0	0	0.88011	1.08926	10.05797	4.21711	1.06184	1.63117	3.8982	0.11375	6.89492	0.47991	13.371	4.30644	4.58982	3.16814	7.5244	0.43149	1.36038	0.00186	19.32288	5.55809	28.2441	0.19536	0.0066	3.26589	0	31.5535	0.33776	0	0.73619	38.93766	3.34317	0.00271	0.0017	22.39107	4.27195	4.76243	15.59909	12.3649	3.38461	1.172	23.72221
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	1.70831	0.43204	2.6689	3.2179	0.74666	0.95568	9.07544	1.23881	1.04761	2.15274	11.21683	0.30343	9.5719	4.79588	2.53896	1.88777	0.79372	0.04837	0.19665	0.28211	1.10466	2.23903	3.9801	10.42036	0.81239	1.78826	3.91653	5.75706	11.49575	20.14176	7.22317	7.13986	1.17599	9.0435	0.6687	2.87473	0.64054	1.4662	4.98099	0.44118	14.66628	0.59856	0.4366	0.43473	0.63539	2.79029	2.95322	2.99711	0.50803	0.2136	2.43927	0.50042	4.7946	1.27812	0.69623	1.92723	5.65907	0.99709	0.53658	2.8152	2.62656	2.8906	3.29452	0.06397	0.37799	4.09989	1.74037	0.81251	0.99637	2.46826	0.96443	2.30332	1.27856	0.16407	0.3445	0.46755	1.81489	0.94209	8.51027	1.62797	9.50424	8.17805	1.07524	4.36778	2.55972	0.21154	0.62297	6.98867	2.78378	0.10765	1.10371	4.32172	2.40145	0.24438	11.72702	0.65357	0.30448	5.41265	0.23561	2.94741	3.02086	0.1382	1.35497	0.28332	2.2708	0.44006	0.25316	0.33379	9.69527	0.58109	9.91913	0.04955	4.41002	0.2752	4.5405	1.34254	0.58828	1.9221	0.34279	0.7	25.14096	2.45435	1.26074	0.13869	7.56072	0.30718	20.09042	3.97547	5.786	3.35761	0.93159	2.61569	0.75755	7.32031	0.25882	4.27571	16.71959	0.18641	0.97101	1.3811	1.71754	5.38144	1.33277	3.8927	12.385	0.20731	0.48416	2.22337	1.24013	1.46277	4.12716	0.36079	2.52331	8.35795	0.02291	0.76623	1.92401	1.87408	15.39247	1.18259	0.05195	4.0376	2.86505	5.05448	0.61358	0.40761	0.4564	0.52932	0.6483	5.57487	0.30047	1.1182	0.39388	3.26447	0.19827	5.06997	0.52335	0.0956	4.03598	9.71217	2.75632	16.40442	1.22599	6.93341	0.9274	1.42988	13.25862	0.06165	0.44883	0.29694	4.20961	4.13617	1.18166	0.3285	24.4568	3.08137
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	1.26325	0.91345	0.5831	2.82408	0.16546	0.5159	0.14844	1.17385	0.74554	0.24635	0.30161	0.19589	0	5.48198	4.7497	3.08503	0.17515	0.54534	0.48235	0.40047	0.66634	0.11991	3.4237	5.22484	0	0.1024	2.51179	0.15934	1.57177	0.05001	3.7422	2.81773	0.4342	4.66115	1.38143	0.20507	0.00536	0.7881	1.34939	0.14256	16.76774	0.82584	2.04836	1.14468	0.9602	0.79289	0.07157	4.22304	0.67723	0.23273	0.85293	1.27339	0.52219	0.5708	0.36072	4.86147	3.474	1.69812	0.09701	0.96515	0.02611	3.06309	0.71673	0.03896	0.45477	0.42117	0.63575	4.75871	0.03669	1.15121	0.52246	1.49026	4.9029	0.04931	0	0.12709	0.4359	0.41391	3.40333	1.15262	3.37902	2.21706	0.41317	0.00028	1.07229	0.04403	2.18129	0.65348	0	0.19245	0.09274	0.69641	0.56989	0.08261	0.96477	0.39973	0	1.22485	0.25803	2.75887	1.78524	0	4.37302	0.58855	1.01665	0.16393	0.8096	0.36663	4.83812	0.54561	5.84891	0.00904	2.14945	1.65368	1.42394	1.98902	0.23071	0.90656	0.36561	0.20906	8.90431	0.64881	1.13179	0.16072	2.87049	2.73239	3.38182	6.04181	10.63463	0.66615	0.29305	0.37473	0.68799	4.37928	0.57153	11.67509	0.07923	0.11177	0.03899	2.2072	1.69582	6.9052	0.14371	0.81646	3.24559	0.48569	1.07479	0.82219	1.40208	0.68791	0.03061	0.08918	0.2463	4.57735	0	0.91043	0.16305	2.51874	1.84611	0.44674	0.14176	0.3282	1.64305	5.37222	0.34898	0.24419	0.98574	2.43988	8.83536	2.2295	0.10091	0.35231	0.24763	1.15985	0.16448	3.292	0.1931	0.02759	1.00966	0.33905	5.22852	0.38139	0.81464	1.51346	1.09956	1.08591	3.56088	0	0.76808	1.19007	0.86541	2.7522	6.30249	0.52904	0.68175	2.43534
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	1.1853	0.07682	0.00862	0.01559	0.65386	0.01729	0	0.02749	0	0.08659	0.09484	0.09234	0.15736	1.43157	0.03233	0.23327	0.12624	0.0246	4.71875	0.00187	0.10283	0	0.22144	0.28879	0.0098	0	0.16779	0.32268	0.01142	0.55357	0.21154	0.01094	1.05047	0.65147	0.11929	0	0.33614	0.213	0.00675	0.00888	0.12674	0.19519	0.28793	0.00215	0.06154	0.00358	0.04583	0	0.00351	0.04111	0.00727	0.00483	0.03178	0.07586	0.02813	0.47012	0.06135	0.04526	0	0.00268	0.00301	0.01538	0.73933	0.00944	0.07122	0.16527	0	0.01384	0	0	0.02084	0.10495	0.38267	0.05876	0	0	0	0.17311	0.55339	0.03837	0.12815	0.01216	0.05493	0	0.01706	0.00156	1.34626	0.22643	0.00412	0	0.28114	0.08745	0.07622	0	0.53103	0.02131	0.57032	0.0597	0.08473	0.12507	0.00989	1.99983	0.8254	0	0.0387	0.00365	0.05437	0.0273	0.16449	0.1233	3.76657	0.2049	0.50023	1.4651	0	0.95762	0.01672	0.06764	0.23546	0.02288	0.5212	0.25046	0.97995	0	0.05408	1.28444	0.21189	0.54147	0.36864	8e-04	0.05307	0	0.04849	0.62727	0	0.30219	0	0	0.00368	2.48924	0.00026	0.93078	0.02199	0.48084	0.02242	0.01814	0.00101	0.46015	0.37491	0.22014	0.34805	0	0	0.03207	0	0.00222	0.02536	0.11264	0.7364	0.31066	0	0.02202	2.24023	0.91562	2.4267	0.68885	4.26764	11.5886	2.93967	0.06542	0.00644	0.01223	0	0.01994	0.13176	0.04671	0.03171	2.29089	0.21653	0.54255	0.03528	0	0.12154	1.09577	0.76232	0.11022	3.68003	0.00822	0.00985	0.01586	0.07984	0.0835	0.01389	0	0.04818	0.01211
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.36033	0.17815	0.69793	8.23032	0.09113	0.25355	1.52839	1.42581	0.4402	0.83599	3.0395	0.02929	3.53164	2.16439	0.459	1.37714	0.02562	0.12235	0.13323	0.0202	0.06613	2.95632	0.00599	0.16577	0.02234	0.47726	2.62844	0.03523	7.77004	0.07235	9.40634	3.56538	0.06254	0.08976	0.75149	0.32502	0.003	0.07312	3.70656	0.04307	6.95747	0.34295	0.75704	1.02109	1.76451	24.02731	0.01522	9.53273	0.34674	0.19066	2.52004	0.43309	5.64022	0.11548	0.00418	0.79246	5.12925	2.44458	2.30578	0.97859	1.33745	0.75765	0	0.07565	0.2152	1.90357	0.0049	1.61857	0.23921	0.72372	1.69588	0.78871	0	0.00566	0.19757	0.55867	0.08926	0.12567	0.37653	8.96839	4.79863	2.77748	0.02137	1.84656	2.44056	0.1787	0.03906	1.20935	0.07974	0.23232	0.01171	6.45641	0.03829	0.11602	2.35028	0.1585	0	1.0554	0	10.1361	1.87919	0	0.10087	0.01539	2.22863	0.42408	0.00068	0.42554	1.91035	0.14932	3.45772	0.01573	13.16547	0.12396	0.18871	2.18642	0.1926	3.98827	0.01668	0.77985	0.66116	0	0.00609	0.00205	22.32126	0.00102	1.50274	0.18757	10.3755	3.14857	0.7168	1.30865	0.3445	6.06048	0.01432	6.42487	2.83033	0.09843	0.02092	0.02642	1.30077	2.56062	1.29015	1.09568	2.99786	0.02221	0.44813	1.17539	0	2.54479	0.03221	0.17554	0.45112	22.57913	0	4.74777	0.11026	2.08397	1.71797	0.07418	0.23129	0.22067	0.00507	0.55149	0.00743	0.35878	0.02891	2.13132	0	1.93086	0.14297	3.02793	0.0307	4.90898	0.09663	3.42837	0.43134	0	2.9083	0.03224	2.85797	43.19066	2.34599	0.02909	0.98178	0.09347	0	0	0.22429	0.07014	2.47725	1.63224	1.40603	1.31934	8.04196	5.69667
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.24209	0.02316	0	0.00302	0.10253	0	0.13181	0.0466	0.05041	0.03766	0.06456	0.0485	0.01172	0	0.01171	0.01971	0.03738	0	0.01726	0	0.02942	0	0.25195	0.03121	0	0	0.03439	0	0.05355	1.82143	0.0121	0.00204	0.17966	0.096	0.12088	0	1.6954	0.21289	0.03821	0.00062	0.12019	0.02455	0.01747	0	0.00812	0.00399	0.09818	0	0	0.02156	0	0	0.00154	0.00473	0.01012	0.07279	0.00794	0.0442	0	0	0	0.02544	0.04143	0	0.27015	0.00676	0.00219	0	0	0.33147	0.00518	0.00909	0.22037	0.01764	0	0.00369	0	0.08094	0.03451	0	0.02762	0.00944	0.05264	0	0.00586	0	0.75015	0.06243	0.00732	0	0	0.05337	0.03074	0	0	0.07479	0.05255	0.11154	0.02897	0.00824	0.00206	0.02876	0.22847	0	0.00962	0	0.00178	0.01896	0.04464	0.09143	1.90874	0	0.03479	0.51558	0.20167	0.0439	0.00363	0.01473	0.11207	0.00113	0.60035	0	0.24832	0	0.00402	0.91705	0.11873	0.14692	0.12645	0	0.02628	0.03814	0.31883	0.00589	0.02577	0.00176	0	0.00524	0	0.02825	0	0.04017	0.00959	0.03259	0.00958	0.05337	0.0075	0	0.01646	0.01307	0.03697	0	0	0.01886	0	0	0.00752	0.00789	0.15036	0.07614	0	0.08474	0.03225	0.09088	0.10569	0.00171	0.02501	0.22922	0.07088	0.28162	0.00395	0	0	0.00649	0.06342	0	0.00182	0.00666	0.09663	0.54608	0	0	0.13207	0.01431	0.82804	0.02741	0.15374	0.00586	0	0.00324	0	0.03338	0	0.01035	0.05167	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.18139	0.07894	1.06822	0.27184	0.57558	1.62018	1.20612	0.20629	0.48926	0.8323	0.24664	0.44646	0.71411	0.05046	0.14543	0.24164	0.38791	0.35533	0.02693	0.03368	0.03708	0.07366	0.23444	0.33898	0.89752	0.20534	1.24402	0.00449	0.38948	1.37286	0.07507	0.03286	0.41556	0.99159	1.33917	0.0273	4.75888	0.20318	1.28074	0.49102	0.73835	0.22623	0.2744	2.13012	2.08388	0.03674	1.27012	0.52263	0.07074	0.10102	0.00522	0.49682	0.74276	0.18941	0.29521	0.32703	0.15187	0	1.18166	0.47188	0.11647	0.28893	0.94665	0.14729	0.18617	0.16966	0.61942	0.02452	0.15878	0.07375	0.02208	0.31152	0.05672	0.19142	0.25081	0.50048	0.18674	0.92927	0.18991	0.08078	0.67512	0.04503	0.02874	0.49127	0.25739	0.13477	0.19851	0.33175	0.0245	0.11208	0.00556	0.10785	0.12501	0.31802	0.16206	0.46286	0.18475	0.18939	1.17746	0.09582	1.27323	0.00564	0.01039	1.63915	0.34326	0.59648	6.07162	0.14277	0.37515	1.68244	3.91528	0.13144	0.18064	0.12897	0.05444	0.20572	1.9961	0.20244	0.88611	0.05493	0.12935	0.28864	2.55954	0.13124	0.03065	0.02726	0.01275	0.88144	0.47638	0.08602	0.39439	0.76877	0.56414	0.10156	0.0213	0.03278	0.02514	0.08543	1.50624	0.33478	0.02231	0.80728	1.22908	0.01376	0.12857	1.50027	0.64547	0.08301	0.07454	0.19399	2.67262	0.32572	0.05672	0.08841	0.288	0.22009	0.27014	0.53472	0.03696	1.14902	0.11397	1.54963	2.67642	0.51196	2.29327	0.31574	4.28742	0.01132	0.0322	0.2228	0.02308	1.1656	0.26263	1.1578	0.71943	2.12975	0.23735	0.46572	3.33217	2.15728	0.55978	0.06641	0.02822	0.00592	0.64225	2.0497	0.13331	0	0.06751	0.04138	0.56592	0.11054	0	1.35095	0.00306	0.02845
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.08383	0.09177	0.0166	0.03167	0.34453	0.30925	0.09821	0.34725	0.05939	0.0446	0.04363	0.05997	0.04194	0.08762	0.11269	0.21774	0	0.03184	0	0.0077	0.06448	0	0.09847	0.14405	0	0	0.09461	0.0017	0.06489	0.01925	0.03059	0.03744	0	0.07625	0	0.0254	0	0.09259	0	0.0038	0.0853	0	0.03655	0	0.03777	0.01177	0.02222	0.04896	0.02174	0.01381	0.09718	0.01193	0.57674	0.02446	0.03313	0.068	0.04052	0.01462	0	0.01409	0	0.04539	0.03816	0	0.05782	0.07361	0.02441	0.01886	0	0	0.00732	0.03029	0.09053	0	0	0.0202	0.13314	0.09707	0.02562	0.13614	0.03201	0.02476	0.25499	0.00641	0.00268	0.00837	0.27839	0.11917	0.51259	0	0.00371	0.02233	0	0.00442	0.01313	0.03393	0	0.18202	0	0.01568	1.18158	0.00923	0.00107	0	0.03093	0.05274	0.06329	0.03717	0.14214	0.04488	0.21941	0	0.46095	0	0.10335	0.0734	0.03631	0.04732	0	0	0	0	0	0	0.01442	0	0.05856	0.13799	0.06412	0.93608	0.04107	0	0.09885	1.21243	0	0.058	0.16383	0.0074	0	0.20483	0.00813	0.04698	0.00303	0.03322	0.01955	0.00454	0.00058	0.00076	0.00594	0.00754	0	0.00703	0	0.00333	3.39424	0	0.01071	0.01383	0.18239	0.01492	0.004	0.02137	0.23934	0.23604	0.01839	0.06438	0	0	0.01319	0.1371	0.00158	0.02245	0.009	0.03771	0.09411	0.05727	0.01993	0	0.05484	0.00366	0.13765	0.03665	0.07532	0.0097	0.06166	0.03373	0.38886	0	0.02223	0.01008	0.02146	0.06594	0.08332	0.00059	0.05453	0.03607
