k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0	0	0.00656	0	0.01936	0	0.01995	0	0	0.09837	0.00884	0	0.01762	0	0	0	0	0	0	0	0	0	0	0	0.04191	0.06762	0.01664	0.03486	0	0.02624	0	0	0	0.44372	0	0	0.00482	0	0.0078	0.00228	0.00982	0	0	0.05938	0.01187	0.01676	0.01915	0	0	0	0	0	0.01223	0	0.00648	0	0	0	0.00355	0.00237	0.03113	0	0	0.00474	0	0	0.00402	0	0.24318	0	0	0.10505	0	0.01058	0.00531	0	0	0.02147	0	0	0	0	0	0	0.00481	0.00132	0	0.00161	0	0	0	0	0	0	0	0	0.03017	0	0.00384	0	0	0.20117	0	0.0118	0	0	0.02743	0.00033	0	0.00304	0	0.08627	0.0081	0	0.00079	0	0.00778	0.05388	0	0.00112	0	0.00341	0.01218	0	0.00072	0	0	0	0	0	0	0.02436	0.00779	0.00138	0	0	0.0016	0	0.00183	0	0	0.06845	0	0	0	0.01024	0	0	0.01739	0.01124	0.1027	0.0025	0	0.0012	0.01308	0	0.04185	0	0	0.71414	0	0.02021	5.66437	0	0.58034	0	0.05371	0	0	0.05569	0.00175	0	0.01285	0.00263	0	0	0	0.05847	0	0	0	0.01029	0.16572	0.00573	0	0.09214	0.28582	0.07635	0	0	0.38203	0	0	0.00047	0.00212	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0	0	10.19601	0	0	0	0	0	0	0	0	0	0	0	0.11906	0	0	0	5.7662	0	0	0	0	0.00102	16.42879	0	0	0	0	54.84117	0	0	0	0	0.01294	1.75295	0	0	0	26.2757	0	0	5.98748	45.23169	0	0	0.0042	0	4.49316	0	0	0	9.57398	0	0	0	0	0.11971	12.17836	0	0	0	0	0	4.68696	0.0248	0	10.72224	0	0	0	7.54154	0	1.11581	0	22.92789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56138	0	0	0	0	0	0	61.94634	0	0	0.00187	0	7.0101	4.14158	12.73691	0.01655	21.60879	0	24.14895	0	8.45207	0	12.76186	0	4.39354	0	2.35474	0	0	0	0	0	0	0	0	0	0	0	2.29231	0	0.01512	0	8.61604	0	0	0	14.78819	63.08316	3.00582	2.81672	0	2.9995	0	9.99254	0	0	2.72831	0	0	0.00443	3.69789	0	0	0.02413	0	0	17.42296	2.95326	18.77089	18.36329	0.00235	30.90211	0	0.01209	9.98894	0.4753	0	0	0	1.64009	1.1255	0	0	0	0	12.40925	0	0	19.57755	0	0	0	0.00091	0	0	0	24.55708	0	4.31613	0	0	0	16.04304	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	0	0	1.22521	3.31099	0	0	0	0	9.75012	0	0	0	0	0	0.05209	4.98119	0	6.80435	6.07493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91734	0	0	0	0	0	0	0	0	3.45744	0	0	0	7.11271	0	3.03695	0	0	0	0	3.25391	0	0	0	0	0	0	0	0	0	8.97783	3.12716	0	0	0.23252	0	0	0	0	0	0	0	0	0	0	0	0	13.0504	0	0	0	0	0	0	18.943	0	0	0	0	0	0	11.94775	0	0	0	0	13.03236	3.11196	2.56532	0	4.02749	0	1.27761	0	0	0	0	11.21175	0	0	0	0	0	0	7.80645	0	0	0	0	0	3.89868	0	0	0	3.9832	0	0	0	0	0	0	5.11122	0	0	0	0	0	0	0	0	0	0	0	4.45687	0	0	0	0	0	0	0	3.85046	0	0	0	0	0	0	0	0	0	0.84882	0	0	0	0	0	3.4462	0	0	0	0	0	0	0.00095	0	0	0	0	0	5.01231	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera	0	0	0.27636	0	0	0	0.01203	0	1.67457	2.46561	0	0.03131	0	0	0	0	0	0.91018	0	0	0	0	0	0	0	0	0	0.02822	0	0.09326	0	0	0.6176	0	0	0.80358	0.05007	0	0	0	0	0	0.17042	0.18452	0	0.00264	0	0	0	1.32946	0	0.08001	1.33521	0.71586	0	0	0	0	0.1033	0	0	0	0	8.88119	0	0	0	0	0	0	0	0	0.76608	0.81774	0	0	0	0	0	0	0	0	0	0	0	0.02302	0	0	0.00183	1.72174	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8751	0	0	0	0	0	0	0	0.04685	0	0	0.00314	1.92445	0.46334	0.02583	0.41832	0	0	0	0.07229	3.05738	0.00306	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35405	0	0	0	0	0	0.35007	0	0	0	0	0	0	0	0	0	0	0.90404	0.00842	0	0	0.08514	0	0	0.16258	0	0.00164	0.05658	0.03955	0	0.04064	0	0	0	0	0	0	0	0	0	0.5993	0	0	0	0	0	0	0	0.00128	0	0	0	0	0	0	0	0.00297	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	0	0	0.17302	0	0	0	0.43361	0	36.60621	0.07609	0.0656	0	0	0	0.02986	0	0	0.41232	0.08849	0.01167	0.05781	0.00444	0.27641	0.12367	0	0.01601	0.00319	0	1.05798	0	0	0.01756	0	0.01307	0	0.13592	0	0	0.00676	0	0	0.0833	0	0	0	0.82185	0.11723	0.88526	0.67232	0.0016	0	0	0	0	0	0	0	0	3.65078	12.44861	0	0.02449	0.17344	0	0.95258	7.80967	0.31185	0	0	0.03058	0.04922	0	0.11147	0.0765	0	4.24028	0	0.03461	2.64906	0	0.02462	0.23368	10.5292	0.01029	0	0	0	0	14.06313	2.44387	0.00158	0	0	0	0	42.44843	9.45963	1.66202	0	0	0	0	0	0	0	0.04527	3.03334	0.07069	0	0	0	0	0	0	0	0.02832	0	0	0	0	0	0.0613	0	0.30422	0.14468	0	0	0.06505	0	0	2.60008	0.75376	0.07214	0.48638	0	0	0	0.12771	0	0	0	0	0	0	0	0	0	0.35723	0.03125	0	0	0	0.10057	0	0	0	12.79548	0.01206	0	0	0.14925	0.10113	11.44904	0	0	0	0.04333	0	0	0.03369	0.20734	0	0	0.08705	0.02594	0	0	0	0	0.00554	0	0	0.87099	0.02696	0	0	0	0	0	0	0	0	0	0	0.02433	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia	0	0	0.08338	0.00207	0	0.00319	0.02454	0	0	0.01173	0	0	0.00396	0	0	0	0	0.00657	0	0	0	0.00524	0	0.00215	0.0206	0.24037	0.00382	0.01054	0.00122	0	0	0	0	0.00336	0	0	0.00804	0	0.0897	0.00632	0	0.01189	0	0	0	0	0	0	0.00289	0	0	0.02484	0.07236	0	0.00646	0	0	0	0.00284	0.01108	0	0	0	0.00945	0	0.00172	0	0	0.01071	0.01516	0	0.00523	0	0.01006	0	0.02381	0	0.0196	0	0	0	0	0	0.00198	0.0043	0.02304	0	0	0	0	0	0	0	0	0	0	0.01965	0	0.00861	0.00164	0	0.0464	0	0.16036	0	0	0	0	0	0	0	0.03313	0	0	0	0	0.03436	0.01297	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00953	0	0.02412	0	0	0.00148	0.00873	0	0	0	0	0	0	0	0	0	0	0.00316	0	0.02567	0.00534	0.00288	0.00054	0.4065	0	0.30297	0	0	0.66592	0.00483	0.53855	0.67458	0.00277	0.29993	0	0	0	0	0	0.00108	0	0.00696	0	0.00068	0.00212	0.00981	0.00266	0	0	0	0	0.08569	0.01611	0.00922	0.01312	0.0036	0.06117	0	0	0.00068	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	0	0	0.05286	0	0	0	0.03376	0	0.11448	0	0.00557	0.20466	0	0	0.23013	0	0	0.12102	0	0.00644	0.63273	0	0	0.00669	0	0	0.42552	0	0	0	0	0.00895	0	0	0	0.06217	0	0	0.00985	0.00802	0	0	0	0	0	0	0	1.24457	0.04481	0	0	0	0	0	0	0	0.00721	0	0.0135	0.13771	0.016	0.59	0.02342	0	0.00121	0.04213	0	0	0	0	0.317	0	0	0.01053	0	1.17757	0	0	0.68348	0	0	0	1.12617	0	0	0	0	39.49396	0.88323	0	0.01932	0	0.02188	0	0	0.05315	0	0.18448	0	0	0	0	0	0	0	0	0	0.00038	0	0	0	0	0	0	0	0	0	0	0	0	0.00436	0	0	0	0	0	0	0.09753	0	0	0.06039	0.06443	0.01224	0.2191	0.14607	0	0	0	0	0	0	0	0	0.01598	0	0	0	0.17707	0	0	0	0	0.0051	0	0	0	0.01399	0.35103	0	0	0.18107	0	0.72306	0	0	0	0	0	0	0.06094	0	0	0	0.19401	0	0	0	0	0	0.01869	0	0	0	0.08653	0	0	0.01261	0.00377	0.00062	0	0	0	0	0	0.07206	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0	0	0.03228	0.32763	0	0.15698	0.18269	0	0.00464	0.50454	1.25639	0.58498	0.44396	0.14463	0.58581	0.39669	0	0	0	0.10564	0.04166	0.43213	0.20922	0.44044	0	0.01282	0.44577	0.24317	0	0	0.63259	0.17919	0	0.07039	0	0.00124	0.01929	0.18287	0.37886	0	3.92997	0.05656	0.01749	0.00091	0.00387	0.44423	0	0.24717	0.0172	0.08973	0.96654	0.03254	0	0.02579	0.04033	0.2469	0.03991	0.06713	0	0.03637	0.13236	0.38603	0.00288	0	0.00591	0	0.23987	0.00339	0	0.19555	0.00386	0.00029	0.41615	0.00168	0.00038	0	0.05489	0.05311	0.03524	0.04945	0.2933	0.3665	0.13131	0	0.70304	0.00882	0.26222	0.05757	0.11526	0.02421	0	0	0.09804	0.29502	0.42298	0.03679	0.07804	0.16252	0	0.91383	1.13432	0	0.55794	0	0	0.00621	0	0	0.18668	0	0.22135	0.01706	1.41043	0	0.07789	0.02856	0.05121	0.00988	0	0.00775	0.11232	0	0.04223	0.34345	1.68005	0.6871	0.51144	1.08722	0.17674	0.03921	0.06292	0	0.69279	0	0.38095	0.66538	0.01101	0	0	0.04869	0.00447	0	0	0.1535	0.01397	0.0813	0.0983	0.00065	0.02998	0.00353	1.35005	0.00755	0.09756	0.82103	0	0.09624	0.01098	0	0.1777	0	0	0	0	0.69195	0.00994	0	0.0938	0.40844	0.54485	0.21692	8e-04	0	0.15779	0.13439	0.00427	0.14272	0	7e-04	0	0.00047	0.0413	0.25831	0.24306	0.15891	0.37568	0.33581	0.0015	0	0.04953	0.04878	0.09384	0.01106	0.53193	0	0.34494	0.26495
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	0	0	0.02411	0.08548	0.01762	0.0143	0.02915	0.01693	0.01643	0.12755	0.06565	0	0.0464	0.13568	0.1254	0.00517	0.04047	0	0.04781	0.0203	0.00373	0.02303	0.01929	0.06124	0.0874	0.04529	0.11349	0.00636	0.03923	0.01923	0.2193	0.03236	0.03034	0.14201	0.02129	0.04074	0	0	0.00499	0.00241	0.62967	0	0.01379	0.01446	0.01793	0.53985	0.01234	0.51743	0.00497	0.00392	0.02689	0.00835	1.18094	0	0	0.06403	0.33685	0.05737	0.00973	0.08892	0.22318	0.0198	0.01126	0.00428	0.00583	0.02318	0	0.03196	0.01845	0.00618	0.00911	0.14366	0.03277	0	0.01259	0.01921	0.09104	0	0.10877	0.11287	0.26523	0.05401	0	0.01177	0.04247	0.003	0.01253	0.02564	0.06755	0.00339	0	0.02547	0.01067	0.01643	1.27147	0.00254	0	0.00748	0	0.15148	0.44394	0	0.03296	0.00648	0.04106	0.02269	0.01836	0.00468	0.0872	0.01504	0.0844	0	0.07232	0.04155	0.22766	0.05164	0	0.14968	0.00711	0	0.24439	0.00448	0.09686	0.01362	0.19274	0	0.04186	0.18223	0.3208	0.26411	0.00335	0.01271	0.08568	0.46879	0.04411	0.03291	0.03272	0	0.00262	0.15112	0.05466	0.04567	0.13996	0.023	0.1004	0.00973	0.00831	0.10061	0.03346	0.05149	0.06668	0.1124	0.05967	0.117	0	0.13306	0.00922	0.12631	0.02301	0	0.00269	0.01402	0	0.06424	0.01417	0.01005	0	0.0236	0	0.0245	0.00073	0.08443	0.09923	0.0171	0	0.73327	0.01176	0	0.10355	0.05096	0.02684	0.24567	0.01466	0.18017	0.02097	0.0017	0	0	0	0.01557	0.25764	0.16368	0.04808	0.01521	0.04558	0.02204
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas	0	0	0.00739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00632	0	0.01425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00572	0	0	0	0	0	0.00669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01389	0	0	0	0	0	0	0	0	0	0	0	0	0.00934	0	0.00523	0	0	0	0	0	0	0	0	0	0	0	0	0.00582	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0	0	0.00656	0	0.01936	0	0.01995	0	0	0.09837	0.00884	0	0.01762	0	0	0	0	0	0	0	0	0	0	0	0.04191	0.06762	0.01664	0.03486	0	0.02624	0	0	0	0.44372	0	0	0.00482	0	0.0078	0.00228	0.00982	0	0	0.05938	0.01187	0.01676	0.01915	0	0	0	0	0	0.01223	0	0.00648	0	0	0	0.00355	0.00237	0.03113	0	0	0.00474	0	0	0.00402	0	0.24318	0	0	0.10505	0	0.01058	0.00531	0	0	0.02147	0	0	0	0	0	0	0.00481	0.00132	0	0.00161	0	0	0	0	0	0	0	0	0.03017	0	0.00384	0	0	0.20117	0	0.0118	0	0	0.02743	0.00033	0	0.00304	0	0.08627	0.0081	0	0.00079	0	0.00778	0.05388	0	0.00112	0	0.00341	0.01218	0	0.00072	0	0	0	0	0	0	0.02436	0.00779	0.00138	0	0	0.0016	0	0.00183	0	0	0.06845	0	0	0	0.01024	0	0	0.01739	0.01124	0.1027	0.0025	0	0.0012	0.01308	0	0.04185	0	0	0.71414	0	0.02021	5.66437	0	0.58034	0	0.05371	0	0	0.05569	0.00175	0	0.01285	0.00263	0	0	0	0.05847	0	0	0	0.01029	0.16572	0.00573	0	0.09214	0.28582	0.07635	0	0	0.38203	0	0	0.00047	0.00212	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella	0	0	0.00258	0	0	0	0.01244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00094	0	0	0	0	0	0.00145	0	0	0	0	0.00069	0.05072	0	0.04635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea	0	0	12.18662	0	0	0	0	0	1.07932	0	0	0.00569	0	0	0.20336	0.00337	0.01277	0.38058	9.73985	25.31119	38.86141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35847	0	0	0	0	0	0	0	0	0	0	9.51506	21.21362	0.03919	0.00305	0	0	0	0	0.00041	0	0	0	0	0	0	0	0	0	0	15.16639	42.21943	0	0.00816	0.78117	21.55369	0.00206	0	0	0	0	0	0	0	0	0	0	5.56992	0	0	0	0	0	0	19.82939	0	0	0	0	0	0	0.06168	0	0	0	0	0	0.11021	0	0	0	0.01405	0.01084	0	0	0	0.00886	0.63768	0.01135	0	46.83141	0	0	0	4.16767	0	0	0	0	0	0	0	0	33.58144	0	0	0	0	11.18844	6.52653	0	0	0	19.00161	0.01199	0	0	0.00503	0	0	77.74557	0	19.66037	7.44975	0	0	11.21052	0	0	0	0	0	0	0	0	0	0.64848	0.04994	0	0	0	0	15.35938	0	0	19.91062	0	3.67218	0	0	0.01107	0	0	0	0	0	0	0	0.00197	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	0	0	10.19601	0	0	0	0	0	0	0	0	0	0	0	0.01288	0	0	0	5.7662	0	0	0	0	0.00102	16.42879	0	0	0	0	54.84117	0	0	0	0	0.01294	1.75295	0	0	0	0	0	0	5.98748	45.23169	0	0	0.0042	0	2.98531	0	0	0	9.57398	0	0	0	0	0.11971	12.17836	0	0	0	0	0	4.68696	0.0248	0	10.72224	0	0	0	7.54154	0	0.0034	0	22.92789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56138	0	0	0	0	0	0	61.33613	0	0	0.00187	0	7.0101	4.14158	12.73691	0.01655	21.60879	0	24.14895	0	8.45207	0	12.76186	0	4.39354	0	2.35474	0	0	0	0	0	0	0	0	0	0	0	2.29231	0	0.01512	0	8.61604	0	0	0	14.78819	63.08316	3.00582	2.81672	0	2.9995	0	9.99254	0	0	2.72831	0	0	0.00443	3.69789	0	0	0.02413	0	0	17.42296	2.95326	18.77089	18.36329	0.00235	30.90211	0	0.01209	9.98894	0.4753	0	0	0	1.64009	1.1255	0	0	0	0	12.40925	0	0	19.57755	0	0	0	0.00091	0	0	0	24.55708	0	4.31613	0	0	0	16.04304	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	0	0	1.22521	3.31099	0	0	0	0	9.75012	0	0	0	0	0	0.05209	4.98119	0	6.80435	6.07493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91734	0	0	0	0	0	0	0	0	3.45744	0	0	0	7.11271	0	3.03695	0	0	0	0	3.25391	0	0	0	0	0	0	0	0	0	8.97783	3.12716	0	0	0.23252	0	0	0	0	0	0	0	0	0	0	0	0	13.0504	0	0	0	0	0	0	18.943	0	0	0	0	0	0	11.94775	0	0	0	0	13.03236	3.11196	2.56532	0	4.02749	0	1.27761	0	0	0	0	11.21175	0	0	0	0	0	0	7.80645	0	0	0	0	0	3.89868	0	0	0	3.9832	0	0	0	0	0	0	5.11122	0	0	0	0	0	0	0	0	0	0	0	4.45687	0	0	0	0	0	0	0	3.85046	0	0	0	0	0	0	0	0	0	0.84882	0	0	0	0	0	3.4462	0	0	0	0	0	0	0.00095	0	0	0	0	0	5.01231	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	0	0	1.02875	0.00102	0	0	0	1.07777	0	0.93005	0	0	0	3.76195	0.78348	0.68409	0	0	0	0.07901	0	2.48821	0	0.00137	0	0.17454	1.11732	0	0	0	5.75112	1.32432	0	0	0.03311	0	0	0.69863	2.79102	0.03335	0	0	0	4.75665	0	0	0	0	0.08083	0.593	2.3962	0	0	0	0	0	0	9.24025	0.06478	0.14579	1.52696	0.27569	0	0.06961	1.55916	0	0.18944	0	0	0	0.15429	0	0	0	0.00343	0.01793	0	0.63893	0	3.985	2.4703	5.77703	1.71016	0	1.82491	0.00787	0.14623	5.16201	0	0.03902	0	5.79448	5.59786	0.02929	0	0.17924	0	0.67111	0.38108	1.90055	0.20088	0	0	0.00043	2.49294	0	0.01307	0	0	0.05015	0	0	0	0.38615	19.89036	3.52183	0.00775	0.08329	0	0.00546	0	0.5618	4.05825	0	0	0.6675	0	0	0.00818	0	0	0.08231	1.47095	0	0	6.23264	0.24427	0	0	0	0.01556	0	0	2.28801	9.27797	0.08811	3.17031	0.19599	0	2.11666	0.02441	0.00372	0.01255	0	0	0.57666	0.13329	3.49835	0	0	0.01088	0.47712	0	0	0	0.24193	4.84219	0	9.78716	0	0.1486	0.09921	0.00465	2.36702	0	0	0	0	0	0	3.4867	3.00613	0	21.45655	0	2.48221	0	0	0.08479	0	0	0	0.20966	0.49139	3.32474	1.10393
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1	0	0	0.51211	0.20318	0	0	0	0.28805	0.66225	0	0	0	1.84449	0	0	1.04839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16876	3.88784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02297	0	0.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95598	0.88306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16659	0	0	0	0	0	0	0	0	0	0	2.00864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67861	3.0396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25647	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_KLE_1745	0	0	0.49451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7955	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39328	0	0	0	0	0	0	0	0.72075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45244	0	0	0	0	0	0	0	0	3.2347	0	0	0	0	0.49123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47809	0	0.46723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28337	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0	0	0.4469	0	0	0.04257	0	0.08621	0	0	0	0	24.98803	0	1.95546	3.11516	0	0	0	0	0.11878	0	0.00163	0.00602	0	0.00688	0.37125	0	0	0	0	0.27878	0	0	0	0	0	0	0	0	0	0	0.16488	0.38866	0	0	0	0	0.04606	0.08181	0	0.08922	0.02386	0	0.00284	0	1.69142	0	0	0.05362	0	0.1416	0	0	0	0	0	0.46802	0	0	3.41081	0.02664	21.03426	0	0	0	0	0	0	0.00446	0.05039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43051	0	0.26596	0.00218	0	4.66133	0.0059	0.07966	0	0	0	0.80236	0.00958	0	0	12.41666	0	0	0.08836	0.44982	0.00591	0	0.12728	0	0	0	0.00429	0	0	0	0.01799	0	0.12218	0	0.02372	0	0.05324	0	0	0	0	0	0	0.01545	14.33585	0	0	0.0127	0	0	0.00714	0	1.61825	0	0.00117	0.0093	0	0	0.00189	0	0.20315	0	0	0	0	0	0	0	0.14304	0.01237	0	0	0	0.0077	0.0982	0	2.34514	0.04708	0	0.00407	0	0	0	10.85207	0.42096	0	2.57637	0.00648	0	0	0	0.01635	0	0.12907	0.08393	0.02893	0.01454	0	0.04083
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_unclassified	0	0	0.27109	0	0	0	0	0	1.62895	2.41741	0	0.03131	0	0	0	0	0	0.90479	0	0	0	0	0	0	0	0	0	0.02822	0	0	0	0	0.6176	0	0	0.62972	0	0	0	0	0	0	0.16639	0.18452	0	0	0	0	0	1.29539	0	0.08001	1.27191	0.70846	0	0	0	0	0.10229	0	0	0	0	5.1816	0	0	0	0	0	0	0	0	0.76608	0	0	0	0	0	0	0	0	0	0	0	0	0.02302	0	0	0	1.67702	0	0	0	0	0	0	0	0	0	0	0	0	0	11.72418	0	0	0	0	0	0	0	0.04685	0	0	0	1.19955	0.46334	0	0.41832	0	0	0	0.07229	3.05306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35405	0	0	0	0	0	0.34333	0	0	0	0	0	0	0	0	0	0	0.6495	0	0	0	0	0	0	0	0	0	0.05658	0.03955	0	0	0	0	0	0	0	0	0	0	0	0.5993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	0	0.25761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31454	0	0	0	0	0	0.01129	0	0	0	0	0	0	0	0	0	0	0.07755	0	0	0	0	0	0	0	0	0	0.05709	0	4.2644	0	0	0	0	0	0	0	0	0	0	0	0	0.05999	0	0	0.16579	0	0.05816	0	0	0	0	0	0	4.7653	0	0	0	0	0	0.13532	0	0	0.10317	0	0	0	0	0	0	0	0	0	0	2.41906	0	0	0	0	0	0	0	0	0	0	0	0.30584	0	0.70629	0	0	0	0	0	0	2.48866	0	0	0	0	0	0	0	2.66307	0	0.05894	0	0	0	1.76024	0	0	0	1.54482	0	0	0.85027	0.74848	0	0.0087	0	5.29901	0	0	0	0	0.32918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02857	0	0	0	0	0	0	0	0	0	0	0	0.59637	0	0	0	0	0	0	0	0	0	0	0
